ID,CNumber,Target,Screen Conc(0.001),% Activity Remaining,Standard Deviation,Screen Conc(0.01),% Activity Remaining,Standard Deviation,Screen Conc(0.1),% Activity Remaining,Standard Deviation,Screen Conc(0.1-1.0),% Activity Remaining,Standard Deviation,Screen Conc(1.0),% Activity Remaining,Standard Deviation,Screen Conc(1.0-5.0),% Activity Remaining,Standard Deviation,Screen Conc(5.0-10.0),% Activity Remaining,Standard Deviation,Screen Conc(10.0),% Activity Remaining,Standard Deviation,Screen Conc(10.0-25.0),% Activity Remaining,Standard Deviation,Screen Conc(25.0),% Activity Remaining,Standard Deviation,Screen Conc(25.0-50.0),% Activity Remaining,Standard Deviation,Screen Conc(50.0),% Activity Remaining,Standard Deviation,Screen Conc(100.0),% Activity Remaining,Standard Deviation,Screen Conc(>100.0),% Activity Remaining,Standard Deviation
2567,17,S6K1,,,,,,,0.1,94,14,,,,1.0,106,4,,,,,,,10.0,77,10,,,,,,,,,,,,,,,,,,
2568,17,PKA,,,,,,,0.1,98,7,,,,1.0,101,3,,,,,,,10.0,81,0,,,,,,,,,,,,,,,,,,
2569,17,ROCK 2,,,,,,,0.1,83,3,,,,1.0,89,4,,,,,,,10.0,89,3,,,,,,,,,,,,,,,,,,
2570,17,PRK2,,,,,,,0.1,94,2,,,,1.0,85,7,,,,,,,10.0,95,4,,,,,,,,,,,,,,,,,,
2571,17,PKC alpha ,,,,,,,0.1,113,5,,,,1.0,117,10,,,,,,,10.0,83,2,,,,,,,,,,,,,,,,,,
2572,17,IKK epsilon ,,,,,,,0.1,91,4,,,,1.0,99,2,,,,,,,10.0,94,5,,,,,,,,,,,,,,,,,,
2573,17,PKC gamma ,,,,,,,0.1,107,8,,,,1.0,106,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2574,17,TBK1,,,,,,,0.1,106,1,,,,1.0,82,2,,,,,,,10.0,90,1,,,,,,,,,,,,,,,,,,
2575,17,PKC zeta ,,,,,,,0.1,104,0,,,,1.0,109,8,,,,,,,10.0,95,12,,,,,,,,,,,,,,,,,,
2576,17,PKD1,,,,,,,0.1,90,12,,,,1.0,48,2,,,,,,,10.0,10,1,,,,,,,,,,,,,,,,,,
2577,17,STK33,,,,,,,0.1,97,9,,,,1.0,78,18,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2578,17,MSK1,,,,,,,0.1,96,13,,,,1.0,105,1,,,,,,,10.0,85,0,,,,,,,,,,,,,,,,,,
2579,17,MNK1,,,,,,,0.1,112,2,,,,1.0,112,2,,,,,,,10.0,91,9,,,,,,,,,,,,,,,,,,
2580,17,MNK2,,,,,,,0.1,93,9,,,,1.0,92,7,,,,,,,10.0,98,11,,,,,,,,,,,,,,,,,,
2581,17,EIF2AK3,,,,,,,0.1,64,3,,,,1.0,24,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2582,17,MAPKAP-K2 ,,,,,,,0.1,92,7,,,,1.0,90,2,,,,,,,10.0,74,4,,,,,,,,,,,,,,,,,,
2583,17,HIPK1,,,,,,,0.1,104,4,,,,1.0,109,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2584,17,MAPKAP-K3,,,,,,,0.1,99,13,,,,1.0,98,8,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2585,17,PRAK,,,,,,,0.1,96,4,,,,1.0,97,15,,,,,,,10.0,93,4,,,,,,,,,,,,,,,,,,
2586,17,HIPK3,,,,,,,0.1,97,9,,,,1.0,100,7,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2587,17,CAMKK beta ,,,,,,,0.1,24,6,,,,1.0,16,4,,,,,,,10.0,14,1,,,,,,,,,,,,,,,,,,
2588,17,CLK2,,,,,,,0.1,64,10,,,,1.0,21,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2589,17,CAMK1,,,,,,,0.1,99,6,,,,1.0,89,3,,,,,,,10.0,47,1,,,,,,,,,,,,,,,,,,
2590,17,PAK2,,,,,,,0.1,85,4,,,,1.0,92,8,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2591,17,SmMLCK,,,,,,,0.1,69,0,,,,1.0,23,0,,,,,,,10.0,14,3,,,,,,,,,,,,,,,,,,
2592,17,PHK,,,,,,,0.1,89,2,,,,1.0,80,3,,,,,,,10.0,29,3,,,,,,,,,,,,,,,,,,
2593,17,DAPK1,,,,,,,0.1,88,6,,,,1.0,60,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2594,17,CHK1,,,,,,,0.1,105,12,,,,1.0,98,9,,,,,,,10.0,77,1,,,,,,,,,,,,,,,,,,
2595,17,CHK2,,,,,,,0.1,90,4,,,,1.0,58,4,,,,,,,10.0,26,3,,,,,,,,,,,,,,,,,,
2596,17,MST3,,,,,,,0.1,109,19,,,,1.0,93,15,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2597,17,GSK3 beta ,,,,,,,0.1,84,1,,,,1.0,90,4,,,,,,,10.0,101,14,,,,,,,,,,,,,,,,,,
2598,17,GCK,,,,,,,0.1,95,9,,,,1.0,92,2,,,,,,,10.0,67,4,,,,,,,,,,,,,,,,,,
2599,17,MINK1,,,,,,,0.1,85,2,,,,1.0,77,1,,,,,,,10.0,55,3,,,,,,,,,,,,,,,,,,
2600,17,MEKK1,,,,,,,0.1,94,19,,,,1.0,90,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2601,17,MLK1,,,,,,,0.1,99,6,,,,1.0,94,2,,,,,,,10.0,80,16,,,,,,,,,,,,,,,,,,
2602,17,MLK3,,,,,,,0.1,89,6,,,,1.0,86,5,,,,,,,10.0,97,5,,,,,,,,,,,,,,,,,,
2603,17,TESK1,,,,,,,0.1,91,6,,,,1.0,99,7,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2604,17,TAO1,,,,,,,0.1,92,1,,,,1.0,97,10,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2605,17,ASK1,,,,,,,0.1,93,8,,,,1.0,120,12,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2606,131,MKK1,,,,,,,0.1,101,12,,,,1.0,84,15,,,,,,,10.0,90,8,,,,,,,,,,,,,,,,,,
2607,131,MKK2,,,,,,,0.1,95,1,,,,1.0,80,11,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2608,131,MKK6,,,,,,,0.1,103,6,,,,1.0,90,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2609,131,ERK1,,,,,,,0.1,106,4,,,,1.0,123,8,,,,,,,10.0,83,5,,,,,,,,,,,,,,,,,,
2610,131,ERK2,,,,,,,0.1,96,7,,,,1.0,94,14,,,,,,,10.0,98,0,,,,,,,,,,,,,,,,,,
2611,131,JNK1,,,,,,,0.1,92,6,,,,1.0,93,2,,,,,,,10.0,95,1,,,,,,,,,,,,,,,,,,
2612,131,JNK2,,,,,,,0.1,105,3,,,,1.0,97,3,,,,,,,10.0,87,0,,,,,,,,,,,,,,,,,,
2613,131,JNK3,,,,,,,0.1,108,13,,,,1.0,95,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2614,131,p38 alpha MAPK,,,,,,,0.1,97,8,,,,1.0,81,7,,,,,,,10.0,94,4,,,,,,,,,,,,,,,,,,
2615,131,p38 beta MAPK,,,,,,,0.1,99,0,,,,1.0,89,2,,,,,,,10.0,110,2,,,,,,,,,,,,,,,,,,
2616,131,p38 gamma MAPK,,,,,,,0.1,85,9,,,,1.0,87,5,,,,,,,10.0,110,2,,,,,,,,,,,,,,,,,,
2617,131,p38 delta MAPK,,,,,,,0.1,93,1,,,,1.0,75,0,,,,,,,10.0,104,3,,,,,,,,,,,,,,,,,,
2618,131,ERK8,,,,,,,0.1,105,2,,,,1.0,113,3,,,,,,,10.0,148,26,,,,,,,,,,,,,,,,,,
2619,131,RSK1,,,,,,,0.1,91,2,,,,1.0,76,11,,,,,,,10.0,69,12,,,,,,,,,,,,,,,,,,
2620,131,RSK2,,,,,,,0.1,89,2,,,,1.0,53,5,,,,,,,10.0,24,2,,,,,,,,,,,,,,,,,,
2621,131,PDK1,,,,,,,0.1,97,4,,,,1.0,90,4,,,,,,,10.0,125,7,,,,,,,,,,,,,,,,,,
2622,131,PKB alpha ,,,,,,,0.1,99,1,,,,1.0,92,1,,,,,,,10.0,98,10,,,,,,,,,,,,,,,,,,
2623,131,PKB beta ,,,,,,,0.1,90,8,,,,1.0,46,5,,,,,,,10.0,1,0,,,,,,,,,,,,,,,,,,
2624,131,SGK1,,,,,,,0.1,102,0,,,,1.0,93,2,,,,,,,10.0,116,17,,,,,,,,,,,,,,,,,,
2625,131,S6K1,,,,,,,0.1,101,7,,,,1.0,92,4,,,,,,,10.0,18,0,,,,,,,,,,,,,,,,,,
2626,131,PKA,,,,,,,0.1,98,3,,,,1.0,95,3,,,,,,,10.0,98,4,,,,,,,,,,,,,,,,,,
2627,131,ROCK 2,,,,,,,0.1,95,6,,,,1.0,88,1,,,,,,,10.0,91,2,,,,,,,,,,,,,,,,,,
2628,131,PRK2,,,,,,,0.1,92,9,,,,1.0,86,6,,,,,,,10.0,95,3,,,,,,,,,,,,,,,,,,
2629,131,PKC alpha ,,,,,,,0.1,98,0,,,,1.0,98,5,,,,,,,10.0,49,2,,,,,,,,,,,,,,,,,,
2630,131,PKC zeta ,,,,,,,0.1,107,8,,,,1.0,103,3,,,,,,,10.0,65,2,,,,,,,,,,,,,,,,,,
2631,131,PKD1,,,,,,,0.1,89,3,,,,1.0,77,5,,,,,,,10.0,63,2,,,,,,,,,,,,,,,,,,
2632,131,MSK1,,,,,,,0.1,90,1,,,,1.0,82,2,,,,,,,10.0,85,0,,,,,,,,,,,,,,,,,,
2633,131,MNK1,,,,,,,0.1,106,15,,,,1.0,98,10,,,,,,,10.0,96,0,,,,,,,,,,,,,,,,,,
2634,131,MNK2,,,,,,,0.1,100,2,,,,1.0,95,3,,,,,,,10.0,90,0,,,,,,,,,,,,,,,,,,
2635,131,MAPKAP-K2 ,,,,,,,0.1,93,4,,,,1.0,94,9,,,,,,,10.0,82,9,,,,,,,,,,,,,,,,,,
2636,131,MAPKAP-K3,,,,,,,0.1,89,2,,,,1.0,73,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2637,131,PRAK,,,,,,,0.1,94,0,,,,1.0,87,1,,,,,,,10.0,80,4,,,,,,,,,,,,,,,,,,
2638,131,CAMKK beta ,,,,,,,0.1,84,7,,,,1.0,83,11,,,,,,,10.0,80,1,,,,,,,,,,,,,,,,,,
2639,131,CAMK1,,,,,,,0.1,80,4,,,,1.0,50,2,,,,,,,10.0,12,3,,,,,,,,,,,,,,,,,,
2640,131,SmMLCK,,,,,,,0.1,88,8,,,,1.0,92,9,,,,,,,10.0,91,11,,,,,,,,,,,,,,,,,,
2641,131,PHK,,,,,,,0.1,117,4,,,,1.0,107,1,,,,,,,10.0,105,2,,,,,,,,,,,,,,,,,,
2642,131,DAPK1,,,,,,,0.1,101,1,,,,1.0,75,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2643,131,CHK1,,,,,,,0.1,102,14,,,,1.0,92,10,,,,,,,10.0,100,3,,,,,,,,,,,,,,,,,,
2644,131,CHK2,,,,,,,0.1,109,3,,,,1.0,97,8,,,,,,,10.0,87,0,,,,,,,,,,,,,,,,,,
2645,131,GSK3 beta ,,,,,,,0.1,93,1,,,,1.0,87,4,,,,,,,10.0,84,4,,,,,,,,,,,,,,,,,,
2646,131,CDK2-Cyclin A,,,,,,,0.1,82,5,,,,1.0,84,7,,,,,,,10.0,84,8,,,,,,,,,,,,,,,,,,
2647,131,PLK1,,,,,,,0.1,91,1,,,,1.0,73,1,,,,,,,10.0,3,0,,,,,,,,,,,,,,,,,,
2648,131,Aurora A,,,,,,,0.1,88,0,,,,1.0,71,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2649,131,Aurora B,,,,,,,0.1,82,1,,,,1.0,38,4,,,,,,,10.0,2,0,,,,,,,,,,,,,,,,,,
2650,131,LKB1,,,,,,,0.1,85,3,,,,1.0,74,7,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2651,131,AMPK,,,,,,,0.1,83,8,,,,1.0,71,3,,,,,,,10.0,91,11,,,,,,,,,,,,,,,,,,
2652,131,MARK1,,,,,,,0.1,88,8,,,,1.0,94,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2653,131,MARK2,,,,,,,0.1,87,4,,,,1.0,72,8,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2654,131,MARK3,,,,,,,0.1,98,6,,,,1.0,84,2,,,,,,,10.0,83,5,,,,,,,,,,,,,,,,,,
2655,131,MARK4,,,,,,,0.1,86,1,,,,1.0,72,1,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2656,131,BRSK1,,,,,,,0.1,99,11,,,,1.0,86,11,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2657,131,BRSK2,,,,,,,0.1,90,5,,,,1.0,71,2,,,,,,,10.0,70,8,,,,,,,,,,,,,,,,,,
2658,131,MELK,,,,,,,0.1,121,7,,,,1.0,86,5,,,,,,,10.0,78,14,,,,,,,,,,,,,,,,,,
2659,131,NUAK1,,,,,,,0.1,80,4,,,,1.0,85,14,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2660,131,CK1 delta ,,,,,,,0.1,99,2,,,,1.0,101,4,,,,,,,10.0,119,5,,,,,,,,,,,,,,,,,,
2661,131,CK2,,,,,,,0.1,118,4,,,,1.0,108,2,,,,,,,10.0,106,4,,,,,,,,,,,,,,,,,,
2662,131,DYRK1A,,,,,,,0.1,105,5,,,,1.0,97,1,,,,,,,10.0,98,5,,,,,,,,,,,,,,,,,,
2663,131,DYRK2,,,,,,,0.1,86,1,,,,1.0,75,3,,,,,,,10.0,76,3,,,,,,,,,,,,,,,,,,
2664,131,DYRK3,,,,,,,0.1,105,1,,,,1.0,89,10,,,,,,,10.0,64,3,,,,,,,,,,,,,,,,,,
2665,131,NEK2a,,,,,,,0.1,74,5,,,,1.0,25,6,,,,,,,10.0,1,0,,,,,,,,,,,,,,,,,,
2666,131,NEK6,,,,,,,0.1,111,14,,,,1.0,93,2,,,,,,,10.0,24,2,,,,,,,,,,,,,,,,,,
2667,131,IKK beta ,,,,,,,0.1,97,5,,,,1.0,82,0,,,,,,,10.0,27,2,,,,,,,,,,,,,,,,,,
2668,131,IKK epsilon ,,,,,,,0.1,93,4,,,,1.0,73,1,,,,,,,10.0,79,0,,,,,,,,,,,,,,,,,,
2669,131,TBK1,,,,,,,0.1,82,2,,,,1.0,75,1,,,,,,,10.0,73,9,,,,,,,,,,,,,,,,,,
2670,131,PIM1,,,,,,,0.1,89,5,,,,1.0,68,2,,,,,,,10.0,63,0,,,,,,,,,,,,,,,,,,
2671,131,PIM2,,,,,,,0.1,99,6,,,,1.0,100,14,,,,,,,10.0,123,11,,,,,,,,,,,,,,,,,,
2672,131,PIM3,,,,,,,0.1,115,5,,,,1.0,93,8,,,,,,,10.0,78,1,,,,,,,,,,,,,,,,,,
2673,131,SRPK1,,,,,,,0.1,97,0,,,,1.0,85,5,,,,,,,10.0,105,8,,,,,,,,,,,,,,,,,,
2674,131,EF2K,,,,,,,0.1,109,12,,,,1.0,89,6,,,,,,,10.0,83,6,,,,,,,,,,,,,,,,,,
2675,131,HIPK1,,,,,,,0.1,86,10,,,,1.0,86,10,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2676,131,HIPK2,,,,,,,0.1,97,8,,,,1.0,100,4,,,,,,,10.0,118,1,,,,,,,,,,,,,,,,,,
2677,131,HIPK3,,,,,,,0.1,91,4,,,,1.0,93,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2678,131,CLK2,,,,,,,0.1,96,6,,,,1.0,92,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2679,131,PAK2,,,,,,,0.1,106,6,,,,1.0,90,8,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2680,131,PAK4,,,,,,,0.1,102,10,,,,1.0,90,10,,,,,,,10.0,120,1,,,,,,,,,,,,,,,,,,
2681,131,PAK5,,,,,,,0.1,81,5,,,,1.0,79,7,,,,,,,10.0,101,5,,,,,,,,,,,,,,,,,,
2682,131,PAK6,,,,,,,0.1,79,5,,,,1.0,74,4,,,,,,,10.0,91,0,,,,,,,,,,,,,,,,,,
2683,131,MST2,,,,,,,0.1,97,7,,,,1.0,80,3,,,,,,,10.0,80,3,,,,,,,,,,,,,,,,,,
2684,131,MST4,,,,,,,0.1,105,8,,,,1.0,82,5,,,,,,,10.0,34,4,,,,,,,,,,,,,,,,,,
2685,131,GCK,,,,,,,0.1,97,9,,,,1.0,84,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2686,131,MINK1,,,,,,,0.1,94,10,,,,1.0,68,6,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2687,131,MEKK1,,,,,,,0.1,120,0,,,,1.0,96,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2688,131,MLK1,,,,,,,0.1,59,1,,,,1.0,51,0,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2689,131,MLK3,,,,,,,0.1,90,2,,,,1.0,89,6,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2690,131,TAO1,,,,,,,0.1,100,9,,,,1.0,85,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2691,131,ASK1,,,,,,,0.1,100,4,,,,1.0,95,3,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2692,131,TAK1,,,,,,,0.1,93,6,,,,1.0,90,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2693,131,IRAK4,,,,,,,0.1,92,1,,,,1.0,81,9,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2694,131,RIPK2,,,,,,,0.1,93,0,,,,1.0,92,12,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2695,131,TTK,,,,,,,0.1,92,10,,,,1.0,84,6,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2696,131,Src,,,,,,,0.1,122,4,,,,1.0,55,8,,,,,,,10.0,82,7,,,,,,,,,,,,,,,,,,
2697,131,Lck,,,,,,,0.1,107,4,,,,1.0,93,2,,,,,,,10.0,93,2,,,,,,,,,,,,,,,,,,
2698,131,CSK,,,,,,,0.1,101,11,,,,1.0,85,2,,,,,,,10.0,91,7,,,,,,,,,,,,,,,,,,
2699,131,YES1,,,,,,,0.1,92,1,,,,1.0,78,8,,,,,,,10.0,63,4,,,,,,,,,,,,,,,,,,
2700,131,BTK,,,,,,,0.1,71,4,,,,1.0,23,4,,,,,,,10.0,2,0,,,,,,,,,,,,,,,,,,
2701,131,JAK2,,,,,,,0.1,89,14,,,,1.0,94,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2702,131,SYK,,,,,,,0.1,92,7,,,,1.0,103,13,,,,,,,10.0,95,3,,,,,,,,,,,,,,,,,,
2703,131,EPH-A2,,,,,,,0.1,88,15,,,,1.0,74,9,,,,,,,10.0,110,16,,,,,,,,,,,,,,,,,,
2704,131,EPH-A4,,,,,,,0.1,99,9,,,,1.0,102,4,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2705,131,EPH-B1,,,,,,,0.1,97,6,,,,1.0,99,5,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2706,131,EPH-B2,,,,,,,0.1,103,6,,,,1.0,119,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2707,131,EPH-B3,,,,,,,0.1,91,12,,,,1.0,91,8,,,,,,,10.0,62,4,,,,,,,,,,,,,,,,,,
2708,131,EPH-B4,,,,,,,0.1,97,2,,,,1.0,91,2,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2709,131,FGF-R1,,,,,,,0.1,91,3,,,,1.0,88,4,,,,,,,10.0,116,13,,,,,,,,,,,,,,,,,,
2710,131,HER4,,,,,,,0.1,78,4,,,,1.0,46,13,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2711,131,IGF-1R,,,,,,,0.1,88,13,,,,1.0,107,7,,,,,,,10.0,91,1,,,,,,,,,,,,,,,,,,
2712,131,IR,,,,,,,0.1,83,12,,,,1.0,102,1,,,,,,,10.0,119,9,,,,,,,,,,,,,,,,,,
2713,131,IRR,,,,,,,0.1,98,12,,,,1.0,82,5,,,,,,,10.0,82,5,,,,,,,,,,,,,,,,,,
2714,131,TrkA,,,,,,,0.1,103,7,,,,1.0,77,8,,,,,,,10.0,None,None,,,,,,,,,,,,,,,,,,
2715,131,VEGFR1,,,,,,,0.1,77,9,,,,1.0,38,1,,,,,,,10.0,38,1,,,,,,,,,,,,,,,,,,
2716,18,SYK,,,,0.01,100,10,0.1,94,18,,,,1.0,87,8,,,,,,,10.0,36,5,,,,,,,,,,,,,,,,,,
2717,18,PDK1,,,,0.01,99,4,0.1,94,7,,,,1.0,84,7,,,,,,,10.0,78,6,,,,,,,,,,,,,,,,,,
2718,18,YES1,,,,0.01,100,6,0.1,86,0,,,,1.0,82,15,,,,,,,10.0,23,6,,,,,,,,,,,,,,,,,,
2719,18,PKB alpha ,,,,0.01,110,5,0.1,97,1,,,,1.0,102,7,,,,,,,10.0,94,8,,,,,,,,,,,,,,,,,,
2720,18,IGF-1R,,,,0.01,71,6,0.1,79,3,,,,1.0,57,3,,,,,,,10.0,14,3,,,,,,,,,,,,,,,,,,
2721,18,PKB beta ,,,,0.01,100,4,0.1,101,14,,,,1.0,103,10,,,,,,,10.0,95,7,,,,,,,,,,,,,,,,,,
2722,18,VEGFR1,,,,0.01,88,2,0.1,59,2,,,,1.0,19,0,,,,,,,10.0,3,0,,,,,,,,,,,,,,,,,,
2723,18,SGK1,,,,0.01,98,3,0.1,111,7,,,,1.0,83,0,,,,,,,10.0,67,11,,,,,,,,,,,,,,,,,,
2724,18,BTK,,,,0.01,92,7,0.1,96,9,,,,1.0,95,7,,,,,,,10.0,45,6,,,,,,,,,,,,,,,,,,
2725,18,S6K1,,,,0.01,83,3,0.1,119,8,,,,1.0,41,3,,,,,,,10.0,54,1,,,,,,,,,,,,,,,,,,
2726,18,IR,,,,0.01,96,6,0.1,106,4,,,,1.0,88,0,,,,,,,10.0,13,2,,,,,,,,,,,,,,,,,,
2727,18,PKA,,,,0.01,91,4,0.1,88,8,,,,1.0,83,7,,,,,,,10.0,65,5,,,,,,,,,,,,,,,,,,
2728,18,EPH-B3,,,,0.01,118,13,0.1,109,6,,,,1.0,109,4,,,,,,,10.0,43,1,,,,,,,,,,,,,,,,,,
2729,18,ROCK 2,,,,0.01,104,1,0.1,83,13,,,,1.0,76,0,,,,,,,10.0,69,3,,,,,,,,,,,,,,,,,,
2730,18,TBK1,,,,0.01,101,2,0.1,97,1,,,,1.0,95,10,,,,,,,10.0,28,5,,,,,,,,,,,,,,,,,,
2731,18,PRK2,,,,0.01,80,5,0.1,97,5,,,,1.0,74,2,,,,,,,10.0,67,6,,,,,,,,,,,,,,,,,,
2732,18,IKK epsilon ,,,,0.01,107,1,0.1,88,5,,,,1.0,91,0,,,,,,,10.0,31,3,,,,,,,,,,,,,,,,,,
2733,18,PKC alpha ,,,,0.01,103,5,0.1,90,9,,,,1.0,96,14,,,,,,,10.0,36,6,,,,,,,,,,,,,,,,,,
2734,18,MKK1,,,,0.01,103,4,0.1,98,4,,,,1.0,74,3,,,,,,,10.0,48,1,,,,,,,,,,,,,,,,,,
2735,18,PKC gamma ,,,,0.01,None,None,0.1,None,None,,,,1.0,77,7,,,,,,,10.0,44,4,,,,,,,,,,,,,,,,,,
2736,18,ERK1,,,,0.01,96,13,0.1,114,2,,,,1.0,94,5,,,,,,,10.0,42,1,,,,,,,,,,,,,,,,,,
2737,18,PKC zeta ,,,,0.01,84,9,0.1,80,1,,,,1.0,93,0,,,,,,,10.0,86,6,,,,,,,,,,,,,,,,,,
2738,18,ERK2,,,,0.01,95,2,0.1,84,1,,,,1.0,74,5,,,,,,,10.0,73,0,,,,,,,,,,,,,,,,,,
2739,18,PKD1,,,,0.01,89,5,0.1,62,11,,,,1.0,61,0,,,,,,,10.0,53,5,,,,,,,,,,,,,,,,,,
2740,18,JNK1,,,,0.01,98,4,0.1,88,6,,,,1.0,104,0,,,,,,,10.0,83,8,,,,,,,,,,,,,,,,,,
2741,18,STK33,,,,0.01,None,None,0.1,None,None,,,,1.0,62,0,,,,,,,10.0,20,1,,,,,,,,,,,,,,,,,,
2742,18,JNK2,,,,0.01,93,2,0.1,115,12,,,,1.0,83,0,,,,,,,10.0,71,4,,,,,,,,,,,,,,,,,,
2743,18,MSK1,,,,0.01,95,5,0.1,124,5,,,,1.0,73,0,,,,,,,10.0,70,7,,,,,,,,,,,,,,,,,,
2744,18,JNK3,,,,0.01,95,5,0.1,96,10,,,,1.0,99,3,,,,,,,10.0,71,1,,,,,,,,,,,,,,,,,,
2745,18,MNK1,,,,0.01,98,6,0.1,87,9,,,,1.0,90,4,,,,,,,10.0,76,0,,,,,,,,,,,,,,,,,,
2746,18,p38 alpha MAPK,,,,0.01,89,3,0.1,87,12,,,,1.0,91,0,,,,,,,10.0,76,11,,,,,,,,,,,,,,,,,,
2747,18,MNK2,,,,0.01,121,4,0.1,96,11,,,,1.0,95,3,,,,,,,10.0,86,4,,,,,,,,,,,,,,,,,,
2748,18,p38 beta MAPK,,,,0.01,89,0,0.1,100,4,,,,1.0,107,4,,,,,,,10.0,90,9,,,,,,,,,,,,,,,,,,
2749,18,MAPKAP-K2 ,,,,0.01,92,6,0.1,89,14,,,,1.0,91,5,,,,,,,10.0,89,8,,,,,,,,,,,,,,,,,,
2750,18,p38 gamma MAPK,,,,0.01,99,9,0.1,111,3,,,,1.0,98,11,,,,,,,10.0,89,4,,,,,,,,,,,,,,,,,,
2751,18,MAPKAP-K3,,,,0.01,57,4,0.1,108,12,,,,1.0,89,1,,,,,,,10.0,92,3,,,,,,,,,,,,,,,,,,
2752,18,p38 delta MAPK,,,,0.01,89,0,0.1,105,8,,,,1.0,93,2,,,,,,,10.0,88,9,,,,,,,,,,,,,,,,,,
2753,18,PRAK,,,,0.01,84,8,0.1,88,14,,,,1.0,88,6,,,,,,,10.0,73,4,,,,,,,,,,,,,,,,,,
2754,18,ERK8,,,,0.01,94,1,0.1,81,6,,,,1.0,39,8,,,,,,,10.0,54,8,,,,,,,,,,,,,,,,,,
2755,18,CAMKK beta ,,,,0.01,98,12,0.1,72,12,,,,1.0,40,7,,,,,,,10.0,9,0,,,,,,,,,,,,,,,,,,
2756,18,RSK1,,,,0.01,14,2,0.1,1,0,,,,1.0,0,0,,,,,,,10.0,2,0,,,,,,,,,,,,,,,,,,
2757,18,CAMK1,,,,0.01,93,5,0.1,103,8,,,,1.0,78,11,,,,,,,10.0,60,9,,,,,,,,,,,,,,,,,,
2758,18,RSK2,,,,0.01,32,2,0.1,2,5,,,,1.0,4,1,,,,,,,10.0,1,0,,,,,,,,,,,,,,,,,,
2759,18,SmMLCK,,,,0.01,106,4,0.1,107,4,,,,1.0,73,6,,,,,,,10.0,46,6,,,,,,,,,,,,,,,,,,
2760,18,PHK,,,,0.01,77,2,0.1,114,13,,,,1.0,108,3,,,,,,,10.0,99,4,,,,,,,,,,,,,,,,,,
2761,18,DAPK1,,,,0.01,None,None,0.1,None,None,,,,1.0,83,2,,,,,,,10.0,74,13,,,,,,,,,,,,,,,,,,
2762,18,CHK1,,,,0.01,98,7,0.1,73,0,,,,1.0,108,11,,,,,,,10.0,74,6,,,,,,,,,,,,,,,,,,
