ID,CNumber,Aliases
150,101.0,"3-amino-5-(thiophen-3-yl)thiophene-2-carboxamide ; 4-Amino-[2,3']bithiophenyl-5-carboxylic acid amide ; SC-514 ; [2,3'-Bithiophene]-5-carboxamide ; 4-amino- ; 354812-17-2 ; SC 514 ; [354812-17-2] ; 4-Amino-[2',3'-bithiophene]-5-carboxamide ; 4-amino-[2,3'-bithiophene]-5-carboxamide ; 5-(Thien-3-yl)-3-aminothiophene-2-carboxamide ; 354812-15-0 ; 3-amino-5-thiophen-3-ylthiophene-2-carboxamide ; [354812-15-0] ; MFCD00206459 ; GK 01140 ; GK01140 ; GK-01140 ; SC514 ; GK 01140;SC 514;SC514;GK-01140;GK01140 ; 3-amino-5-(3-thiophenyl)-2-thiophenecarboxamide ; 4-amino-[2,3]bithiophenyl-5-carboxylic acid amide ; 4-amino-[2,3-bithiophene]-5-carboxamide ; sc-514 (gk 01140) ; "
151,102.0,SL 327 ; a-[Amino[(4-aminophenyl)thio]methylene]-2-(trifluoromethyl)benzeneacetonitrile ; 305350-87-2 ; (2Z)-3-amino-3-[(4-aminophenyl)sulfanyl]-2-[2-(trifluoromethyl)phenyl]prop-2-enenitrile ; Benzeneacetonitrile ; alpha-[amino[(4-aminophenyl)thio]methylene]-2-(trifluoromethyl)- ; (alphaZ)- ; a-(amino-((4-aminophenyl)thio)methylene)-2-(trifluoromethyl)benzeneacetonitrile ; (2Z)-3-Amino-3-[(4-aminophenyl)sulfanyl]-2-[2-(trifluoromethyl)phenyl]acrylonitrile ; [305350-87-2] ; SL327 ; (Z)-3-amino-3-(4-aminophenylthio)-2-(2-(trifluoromethyl)phenyl)acrylonitrile ; SL-327 ; Arundic acid | ; Benzeneacetonitrile ; a-[amino[(4-aminophenyl)thio]methylene]-2-(trifluoromethyl)- ; MFCD06411432 ; (Z)-3-amino-3-(4-aminophenyl)sulfanyl-2-[2-(trifluoromethyl)phenyl]prop-2-enenitrile ; SL-327|SL327 ; Î±-[Amino-(4-aminophenylthio)methylene)-2-(trifluoromethyl)phenylacetonitrile ; SL 327 ; SL-327 ; 3-AMINO-3-[(4-AMINOPHENYL)SULFANYL]-2-[2-(TRIFLUOROMETHYL)PHENYL]PROP-2-ENENITRILE ; 297744-39-9 ; Î±-[amino[(4-aminophenyl)thio]methylene]-2-(trifluoromethyl)-benzeneacetonitrile ; (Z)-3-amino-3-((4-aminophenyl)thio)-2-(2-(trifluoromethyl)phenyl)acrylonitrile ; alpha-[Amino-(4-aminophenylthio)methylene)-2-(trifluoromethyl)phenylacetonitrile ; 
152,161.0,"5,7-Dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl 3,4-di-O-acetyl-6-deoxy-alpha-L-mannopyranoside ; kaempferol 3-O-(3'',4''-di-O-acetyl-alpha-L-rhamnopyranoside ; 4H-1-Benzopyran-4-one ; 3-[(3,4-di-O-acetyl-6-deoxy-alpha-L-mannopyranosyl)oxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)- ; SL 0101-1 ; 77307-50-7 ; SL-0101 ; SL 0101 ; SL0101 ; [(2S,3S,4S,5R,6S)-4-acetyloxy-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-5-hydroxy-2-methyloxan-3-yl] acetate ; SL0 ; 3-[(3,4-di-O-acetyl-6-deoxy-Î±-L-mannopyranosyl)oxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one ; "
153,188.0,Enterosalil ; Entrosalyl ; Glutosalyl ; Kerasalicyl ; Diuretin ; Magsalyl ; Salsonin ; Alysine ; Kerosal ; Nadisal ; Salisod ; Aroall ; CLIN ; Parbocyl-rev ; Neo-salicyl ; Sodium salicylate ; Salicylate ; Sodium ; Monosodium salicylate ; Sodium o-hydroxybenzoate ; sodium 2-hydroxybenzoate ; Salicylic acid ; sodium salt ; Salicylic acid ; monosodium salt ; Benzoic acid ; 2-hydroxy- ; monosodium salt ; 54-21-7 ; Corilin ; Sodium ; 2-hydroxybenzoate ; Enterosalicyl ; Pabalate ; Idocyl novum ; Natium salicylicum ; Salsonin (TN) ; Salicylic acid Na+ ; Monosodium 2-hydroxybenzoate ; 200-198-0 ; o-Hydroxybenzoic acid monosodium salt ; 2-Hydroxybenzoic acid monosodium salt ; 2-Hydroxybenzoic acid ; monosodium salt ; 18495-69-7 ; 94413-51-1 ; 219-308-3 ; 2408-36-8 ; 236-693-3 ; 13465-10-6 ; Ardall ; salicylic acid sodium salt ; salicylic acid monosodium salt ; 2-hydroxybenzoic acid sodium salt ; camporisin ; EINECS 200-198-0 ; Natrium salicylat [German] ; Benzoic acid ; 2-hydroxy- ; sodium salt (1:1) ; D012980 ; SODIUM ORTHO-HYDROXYBENZOATE ; Sodium Salicylate2-Hydroxybenzoic acid monosodium saltSodium o-hydroxybenzoate ; 3732792 ; sodiumsalicylate ; Sodium 2-carboxyphenolate ; Salicylate-sodium ; Nasal ; Salicylic acid ; na ; MFCD00002440 ; sodium;2-hydroxybenzoate ; NCGC00094780-01 ; NCGC00094780-02 ; SPECTRUM1500533 ; Spectrum5_001120 ; ST5406592 ; UNII-WIQ1H85SYP ; [54-21-7] ; 2-hydroxybenzoic acid ; sodium ; 2-hydroxybenzoic acid;sodium ; 2-oxidanylbenzoic acid ; sodium ; A830040 ; AGN-PC-04FEW9 ; MolPort-035-395-710 ; SCHEMBL290962 ; sodium and 2-hydroxybenzoate ; UNII:WIQ1H85SYP ; Salicylic acid sodium salt;2-Hydroxybenzoic acid sodium salt ; 2-Hydroxy Benzoic acid ; sodium salt ; Salicylsaeure-Na-salz ; 90218-97-6 ; Benzoic acid ; 2-hydroxy- ; monosodium salt ; coupled with 4-amino-1-naphthalenesulfonic acid and diazotized 2-(4-aminophenyl)-1H-benzimidazol-5-amine ; sodium salt ; WIQ1H85SYP ; Salicylic acid sodium ; SALICYLATE-SODIUM|SODIUM 2-HYDROXYBENZOATE ; Natrii salicylas ; VO5075000 ; Sodium salicylate ; Ph. Eur. grade ; 
154,265.0,"Sodium ; Valproic acid ; Depakine ; Convulex ; Depakene ; Ergenyl ; 2-Propylpentanoic acid ; valproate ; Depakin ; Depakene (TN) ; 99-66-1 ; VPA ; 4-Methylmorpholine ; sodium valproate ; Valproate Sodium ; Epilim ; Eurekene ; Labazene ; Selenica ; Orfiril ; Valerin ; Natrium valproat ; Selenica (TN) ; Sodium 2-propylpentanoate ; Dipropylacetate sodium ; Sodium dipropylacetate ; Sodium bispropylacetate ; Valproic acid sodium salt ; Valproinsaeure ; natrium ; Sodium 2-propylvalerate ; Sodium n-dipropylacetate ; Valproate sodium (USAN) ; Sodium valproate (JP15) ; Sodium 2-n-propyl-pentanoate ; 2-Propylvaleric acid sodium salt ; 2-Propylpentanoic acid sodium salt ; Valproic acid sodium salt (1:1) ; KW 6066N ; 213-961-8 ; Valeric acid ; 2-propyl- ; sodium salt ; Pentanoic acid ; 2-propyl- ; sodium salt ; 2-PROPYLPENTANOIC ACID ; SODIUM SALT ; 1069-66-5 ; Depakote ; Depakote ER ; Divalproex sodium ; Pentanoic acid ; 2-propyl- ; sodium salt (2:1) ; DEPAKOTE CP ; 1069-66-5 ; 99-66-1 ; 2-propylpentanoate de sodium ; Natrium-2-propylpentanoat ; DEPACON ; Valdisoval ; EINECS 213-961-8 ; MFCD00002672 ; Pentanoic acid ; 2-propyl- ; sodium salt (1:1) ; Sodium Valeproate  ; Valproic acid sodium ; 2-Propylpentanoic acid sodium ; Valproic acid ; sodium salt ; 2-Propylpentanoate ; sodium2-propylpentanoate ; MFCD00078604 ; Valproic acid sodium salt (Sodium valproate) ; sodium;2-propylpentanoate ; VPA | Sodium Valproate | ; YV7876000 [RTECS] ; QA-1100 ; 2-Propylpentanoic Acid ; Na ; NCGC00094208-02 ; NCGC00094208-03 ; SPECTRUM1500606 ; UNII-5VOM6GYJ0D ; [1069-66-5] ; Sodium valproate (2-Propylpentanoic acid ; sodium salt) ; sodium and 2-propylpentanoate ; UNII:5VOM6GYJ0D ; 2-(PROPYL-2,3-13C2)PENTANOIC-4,5-13C2 ACID SODIUM SALT ; 4212221 ; YV7876000 ; 5VOM6GYJ0D ; Sodium valproate|Valproic acid ; "
155,103.0,"Pyrazolanthrone ; Pyrazoleanthrone ; anthrapyrazolone ; 1,9-Pyrazoloanthrone ; 1 ; 9-Pyrazoloanthrone ; 2H-Dibenzo[cd,g]indazol-6-one ; anthra[1,9-cd]pyrazol-6(2H)-one ; 204-955-6 ; Anthra[1,9-cd]pyrazol-6 (2H)-one ; SP600125 ; anthra(1,9-cd)pyrazol-6(2H)-one ; K00068 ; 129-56-6 ; 229975-97-7 ; 1,6-dihydrodibenzo[cd,g]indazol-6-one ; Anthra-1,9-pyrazol-6-none ; Dibenz[cd,g]indazol-6(2H)-one ; Dibenzo[cd,g]indazol-6(2H)-on ; Dibenzo[cd,g]indazol-6(2H)-one ; 1,9,PYRAZOLEANTHRONE ; TL8000704 ; C432165 ; Anthra[1-9-cd]pyrazol-6(2H)-one ; 14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2(7),3,5,9,11,13(16)-heptaen-8-one ;  129-56-6 ; Pyrazolanthrone; ; Pyrazolanthrone;Anthrapyrazolone;Anthra[1,9-cd]pyrazol-6(2H)-one;SP600125 ; [129-56-6] ; Kinome_3844 ; SP-600125 ; 129-56-6 ; 67072-00-8 (potassium salt) ; CB458560 ; WLN: T C6665 1A P IV OMNJ ; 14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2(7),3,5,9(16),10,12-heptaen-8-one ; JNK Inhibitor II ; 1,9-pyrazoloanthrone|JNK Inhibitor II ; SP 600125;SP-600125 ; UNII:1TW30Y2766 ; 1TW30Y2766 ; c14h8n2o ; 1,9-pyrazoleanthrone ; CRAMP-18 (mouse) ; anthra[1,9-cd]pyrazol-6-one ; CB4585000 ; SP 600125|anthra[1,9-cd]pyrazol-6(2H)-one ; dibenzo[cd,g]indazol-6(2H)-one|dibenz[cd,g]indazol-6(2H)-one ; SP600125|dibenzo[cd,g]indazol-6(2H)-one ; "
156,112.0,"1177741-83-1 ; Phenol ; 4-[[4-(4-chlorophenyl)-2-thiazolyl]amino]- ; hydrochloride (1:1) ; 4-{[4-(4-Chlorophenyl)-1,3-thiazol-2-yl]amino}phenol hydrochloride (1:1) ; 4-[[4-(4-chlorophenyl)-1,3-thiazol-2-yl]amino]phenol hydrochloride ; "
157,111.0,"N-(6,7-dimethoxy-4-quinazolinyl)-N-(4-phenoxyphenyl)amine ; 4-Quinazolinamine ; 6,7-dimethoxy-N-(4-phenoxyphenyl)- ; 6,7-Dimethoxy-N-(4-phenoxyphenyl)quinazolin-4-amine ; (6,7-Dimethoxy-quinazolin-4-yl)-(4-phenoxy-phenyl)-amine ; Src I1 ; [179248-59-0] ; 179248-59-0 ; Src Kinase Inhibitor I ; 4-(4'-Phenoxyanilino)-6,7-dimethoxyquinazoline ; Src  Kinase Inhikitor ; MFCD01815300 ; 6,7-Dimethoxy-N-(4-phenoxyphenyl)- ; (4'-oxyphenyl-phenylamino)-6,7-dimethoxyquinazoline ; SKI-1 ; Src-l1 ; Src Inhibitor-1 ; KIN001-030 ; CHEMBL97771 ; Src Kinase Inhikitor ; CHEBI:78332 ; IN1082 ; SRC I1;6,7-DIMETHOXY-N-(4-PHENOXYPHENYL)-4-QUINAZOLINAMINE ; Src Inhibitor 1 ; src i 1 ; "
158,185.0,"2-Quinoxalinecarboxamide ; N-[2-[3-(1-piperazinylmethyl)imidazo[2,1-b]thiazol-6-yl]phenyl]- ; N-{2-[3-(1-Piperazinylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl}-2-quinoxalinecarboxamide ; N-{2-[3-(piperazin-1-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl}quinoxaline-2-carboxamide ; N-(2-(3-(piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide ; SRT1720 ; 1001645-58-4 ; 925434-55-5 ; SRT-1720 ; n-(2-(3-(1-piperazinylmethyl)imidazo(2,1-b)thiazol-6-yl)phenyl)-2-quinoxalinecarboxamide ; MFCD14584468 ; N-(2-(3-(piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide hydrochloride ; N-[2-[3-(1-piperazinylmethyl)imidazo[2,1-b]thiazol-6-yl]phenyl]-2-Quinoxalinecarboxamide ; SRT 1720 ; CHEMBL257991 ; N-[2-[3-(piperazin-1-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]quinoxaline-2-carboxamide ; [1001645-58-4] ; MFCD18074509 ; [925434-55-5] ; SRT-1720 ; SRT1720 ; STR-1720 ; N-(2-{3-[(Piperazin-1-yl)methyl]imidazo[2,1-b][1,3]thiazol-6-yl}phenyl)quinoxaline-2-carboxamide ; '925434-55-5 ; "
159,113.0,"Staurosporine ; Staurosporin ; Antibiotic 230 ; (+)-Staurosporine ; antibiotic am 2282 ; AM-2282 ; Alkaloid AM-2282 from Streptomyces ; 62996-74-1 ; 8,12-Epoxy-1H,8H-2,7b,12a-triazadibenzo(a,g)cyclonona(cde)trinden-1-one ; 2,3,9,10,11,12-hexahydro-9-methoxy-8-methyl-10-(methylamino)- ; (8alpha,9beta,10beta,12alpha)-(+)- ; STU ; 109189-95-9 ; 9,13-Epoxy-1H,9H-diindolo(1,2,3-gh:3',2',1'-lm)pyrrolo(3,4-j)(1,7)-benzodiazonin-1-one ; 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)- ; (9S-(9alpha,10beta,11beta,13alpha)- ; 9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one ; 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)- ; (9S,10R,11R,13R)- (9CI) ; 9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one ; 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)- ; [9S-(9alpha,10beta,11beta,13alpha)]- ; STO ; 943-45-3 ; STP ; (R)-RETRO-THIORPHAN ; STS ; Antibiotic AM-2282 ; 6,10-Epoxy-6H,16H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-16-one ; 7,8,9,10,17,18-hexahydro-7-methoxy-6-methyl-8-(methylamino)- ; (6S,7R,8R,10R)- ; Staurosporine ; from Streptomyces sp. ; (5S,6R,7R,9R)-6-methoxy-5-methyl-7-methylamino-6,7,8,9,15,16-hexahydro-5H,14H-5,9-epoxy-4b,9a,15-triazadibenzo[b,h]cyclonona[1,2,3,4-jkl]cyclopenta[e]-as-indacen-14-one ; 220038-19-7 ; 622996-74-1 ; [62996-74-1] ; AM-2282 ; [9S-(9a,10b,11b,13a)]-2,3,10,11,12,13-Hexahydro-10-methoxy-9-methyl-11-(methylamino)-9,13-epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one ; (-)-Staurosporine ; Staurosporine,AM-2282,STS ; 2,3,10,11,12,13-hexahydro-10R-methoxy-9S-methyl-11R-methylamino-9S,13R-epoxy-1H,9H-diindolo[1,2,3-gh;3’,2’,1’-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one ; MFCD00077402 ; 1,2,3,4-Tetrahydro staurosporine ; KD5084000 ; (5S,6R,7R,9R)-6-methoxy-5-methyl-7-(methylamino)-6,7,8,9,15,16-hexahydro-17-oxa-4b,9a,15-triaza-5,9-methanodibenzo[b,h]cyclonona[jkl]cyclopenta[e]-as-indacen-14(5H)-one ; (2S,3R,4R,6R)-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14(28),15(19),20(27),21,23,25-nonaen-16-one ; BSPBio_001146 ; MEGxm0_000307 ; NCGC00162400-01 ; NCGC00162400-02 ; QTL1_000078 ; (+)-staurosporine|antibiotic 230|antibiotic AM-2282 ; (5R,7R,8R,9S)-8-methoxy-9-methyl-7-(methylamino)-6,7,8,9,14,15-hexahydro-5H,16H-17-oxa-4b,9a,15-triaza-5,9-methanodibenzo[b,h]cyclonona[jkl]cyclopenta[e]-as-indacen-16-one ; MFCD18252446 ; Antibiotic AM-2282;STS;AM-2282 ; Staurosporine (CGP 41251) ; 613-127-7 ; STP|AM-2282 ; E'staurosporine' ; 2,3,10,11,12,13-hexahydro-10R-methoxy-9S-methyl-11R-methylamino-9S,13R-epoxy-1H,9H-diindolo[1,2,3-gh;3â€™,2â€™,1â€™-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one ; Staurosporine from Streptomyces sp. ; j62837 ; staurosporine from streptomyces sp ; "
160,114.0,"STO-609 ; STO609 ; 52029-86-4 ; 7H-Benzimidazo[2,1-a]benz[de]isoquinoline-3-carboxylic acid ; 7-oxo- ; 7-Oxo-7H-benzimidazo[2,1-a]benzo[de]isoquinoline-3-carboxylic acid ; 11-oxo-3,10-diazapentacyclo[10.7.1.02,10.04,9.016,20]icosa-1(19),2,4,6,8,12,14,16(20),17-nonaene-17-carboxylic acid ; STO 609|STO-609 ; MFCD06411456 ; LSM-3164 ; 609 ; 7-Oxo-7h-Benzimidazo[2,1-A]benz[de]isoquinoline-3-Carboxylic Acid ; 7-oxo-7h-benzo[de]benzo[4,5]imidazo[2,1-a]isoquinoline-3-carboxylic acid ; acetate salt ; 7h-benzimidazo[2,1-a]benz[de]isoquinoline-7-one-3-carboxylic acid ; 7-oxo-7H-benzo[de]benzo[4,5]imidazo[2,1-a]isoquinoline-3-carboxylic acid ; "
161,179.0,"1421-68-7 ; 71009-17-1 ; semaxanib ; Semaxinib ; SU5416 ; 1,3-Dihydro-3-[(3,5-dimethyl-1H-pyrrol-2-yl)methylene]-2H-indol-2-one ; 194413-58-6 ; 204005-46-9 ; 3-(3,5-Dimethyl-1H-pyrrol-2-ylmethylene)-1,3-dihydro-indol-2-one ; 2H-Indol-2-one ; 3-[(3,5-dimethyl-1H-pyrrol-2-yl)methylene]-1,3-dihydro- ; (3E)-3-[(3,5-dimethyl-1H-pyrrol-2-yl)methylidene]-1,3-dihydro-2H-indol-2-one ; (3E)-3-[(3,5-Dimethyl-1H-pyrrol-2-yl)methylene]-1,3-dihydro-2H-indol-2-one ; (3Z)-3-[(3,5-dimethyl-1H-pyrrol-2-yl)methylene]indolin-2-one ; (3Z)-3-[(3,5-dimethyl-1H-pyrrol-2-yl)methylidene]-1H-indol-2-one ; MFCD01940922 ; Semaxinib(SU 5416) ; 2H-INDOL-2-ONE ; 3-[(3,5-DIMETHYL-1H-PYRROL-2-YL)METHYLENE]-1,3-DIHYDRO-,(3E)- ; (E)-3-((3,5-dimethyl-1H-pyrrol-2-yl)methylene)indolin-2-one ; 194413-57-5 ; (3E)-3-[(3,5-dimethyl-1H-pyrrol-2-yl)methylidene]-1H-indol-2-one ; "
162,115.0,"2,3-Dihydro-N,N-dimethyl-2-oxo-3-[(4,5,6,7-tetrahydro-1H-indol-2-yl)methylene]-1H-indole-5-sulfonamide ; 330161-87-0 ; 2-oxo-3-(4,5,6,7-tetrahydro--1H-indol-2-ylmethylene)-2,3-dihydro-1H-indole-5-sulfonic acid dimethylamide ; C416927 ; SU-6656 ; (3Z)-N,N-Dimethyl-2-oxo-3-(4,5,6,7-tetrahydro-1H-indol-2-ylmethylene)indoline-5-sulfonamide ; 1H-Indole-5-sulfonamide ; 2,3-dihydro-N,N-dimethyl-2-oxo-3-[(4,5,6,7-tetrahydro-1H-indol-2-yl)methylene]- ; (3Z)-N,N-dimethyl-2-oxo-3-(4,5,6,7-tetrahydro-1H-indol-2-ylmethylidene)-1H-indole-5-sulfonamide ; 2-Oxo-3-[1-(4,5,6,7-tetrahydro-1H-indol-2-yl)-meth-(Z)-ylidene]-2,3-dihydro-1H-indole-5-sulfonic acid dimethylamide ; 1H-Indole-5-sulfonamide ; 2,3-dihydro-N,N-dimethyl-2-oxo-3-[(4,5,6,7-tetrahydro-1H-indol-2-yl)methylene]- ; (3Z)-N,N-Dimethyl-2-oxo-3-(4,5,6,7-tetrahydro-1H-indol-2-ylmethylene)-5-indolinesulfonamide ; MFCD10565928 ; (3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE ; [330161-87-0] ; 1240328-42-0 ; su5566 ; (Z)-N,N-dimethyl-2-oxo-3-((4,5,6,7-tetrahydro-1H-indol-2-yl)methylene)indoline-5-sulfonamide ; "
163,116.0,"SU6668 ; 1H-Pyrrole-3-propanoic acid ; 5-((Z)-(1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl)-2,4-dimethyl- ; 210644-62-5 ; 5-((Z)-1,2-Dihydro-2-oxo-3H-indol-3-ylidene)methyl)-2,4-dimethyl-1H-pyrrole-3-propanoic acid ; 3-(4-(2-Carboxyethyl)-3,5-dimethylpyrrol-2-methylidenyl)-2-indolinone ; 3-(2,4-Dimethyl-5-(2-oxo-1,2-dihydroindol-3-ylidenemethyl)-1H-pyrrol-3-yl)propionic acid ; 1H-Pyrrole-3-propanoic acid ; 5-((1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl)-2,4-dimethyl- ; 252916-29-3 ; 3-(2,4-Dimethyl-5-((2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl)-1H-pyrrol-3-yl)propionic acid ; 5-((1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl)-2,4-dimethyl-1H-pyrrole-3-propanoic acid ; (Z)-3-(2,4-dimethyl-5-(2-oxo-1,2-dihydro-indol-3-ylidenemethyl)-1H-pyrrol-3-yl)-propionic acid ; (Z)-3-(2,4-dimethyl-5-(2-oxo-1,2-dihydro-indol-3-ylidenemethyl)-1H-pyrrol-3-yl)propionic acid ; C412603 ; SU 6668 ; SU006668 ; 3-{2,4-Dimethyl-5-[(Z)-(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-1H-pyrrol-3-yl}propanoic acid ; 3-{2,4-Dimethyl-5-[2-oxo-1,2-dihydro-indol-(3Z)-ylidenemethyl]-1H-pyrrol-3-yl}-propionic acid ; (Z)-3-(2,4-dimethyl-5-((2-oxoindolin-3-ylidene)methyl)-1H-pyrrol-3-yl)propanoic acid ; 3-[2,4-Dimethyl-5-(2-oxo-1,2-dihydro-indol-3-ylidenemethyl)-1H-pyrrol-3-yl]-propionic acid ; 1H-Pyrrole-3-propanoic acid ; 5-[(Z)-(1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl]-2,4-dimethyl- ; [252916-29-3] ; 3-(2,4-dimethyl-5-{[(3Z)-2-oxo-2,3-dihydro-1H-indol-3-ylidene]methyl}-1H-pyrrol-3-yl)propanoic acid ; 170151-24-3 ; 2,4-Dimethyl-5-[(1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl]-pyrrole-3-propanoic acid ; 1H-Pyrrole-3-propanoic acid ; 5-[(1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl]-2,4-dimethyl- ; 5-[1,2-Dihydro-2-oxo-3H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-propanoic acid ; 3-{2,4-Dimethyl-5-[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-1H-pyrrol-3-yl}propanoic acid ; SU-6668(TSU-68) ; PDGFR Tyrosine Kinase Inhibitor VI ; SU6668 ; TSU-68 (SU6668) ; 5-[(1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-propanoic acid ; TSU 68 ; Orantinib ; 3-(2,4-dimethyl-5-((2-oxoindolin-3-ylidene)methyl)-1H-pyrrol-3-yl)propanoic acid ; MFCD09743433 ; Orantinib ; PDGFRTyrosineKinaseInhibitorVI,SU6668 ; UX9641810 ; 3-(2,4-dimethyl-5-((Z)-(2-oxoindolin-3-ylidene)methyl)-1H-pyrrol-3-yl)propanoic acid ; 3-[2,4-dimethyl-5-[(Z)-(2-oxo-1H-indol-3-ylidene)methyl]-1H-pyrrol-3-yl]propanoic acid ; 245036-27-5 ; 210644-62-5 ; 252916-29-3 ; 3-[2,4-dimethyl-5-[(2-oxo-1H-indol-3-ylidene)methyl]-1H-pyrrol-3-yl]propanoic acid ; 3-[2,4-dimethyl-5-[(2-oxo-3-indolinylidene)methyl]-1H-pyrrol-3-yl]propanoic acid ; 3-[2,4-dimethyl-5-[(2-oxoindolin-3-ylidene)methyl]-1H-pyrrol-3-yl]propanoic acid ; 3-[2,4-dimethyl-5-[(Z)-(2-oxo-3-indolinylidene)methyl]-1H-pyrrol-3-yl]propanoic acid ; 3-[2,4-dimethyl-5-[(Z)-(2-oxoindolin-3-ylidene)methyl]-1H-pyrrol-3-yl]propanoic acid ; 3-[5-[(2-ketoindolin-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrol-3-yl]propionic acid ; 3-[5-[(Z)-(2-ketoindolin-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrol-3-yl]propionic acid ; UNII-9RL37ZZ665 ; SU-6668|TSU-68 ; (E)-3-(2,4-dimethyl-5-((2-oxoindolin-3-ylidene)methyl)-1H-pyrrol-3-yl)propanoic acid ; TSU68 ; 2,4-Dimethyl-5-(1,2-dihydro-2-oxo-3h-indol-3-ylidene)methyl-pyrrole-3-propanoic acid ; Tsu-68 (su6668 ; orantinib) ; UNII:9RL37ZZ665 ; SU 6668;TSU68;TSU 68;SU6668 ; 3-(2,4-DIMETHYL-5-{[(3Z)-2-OXO-1H-INDOL-3-YLIDENE]METHYL}-1H-PYRROL-3-YL)PROPANOIC ACID ; TSU-68 (SU6668,Orantinib) ; 1044712-39-1 ; TSU68 | Orantinib | ; 1H-Pyrrole-3-propanoicacid ; 5-[(1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl]-2,4-dimethyl- ; Pdgfr tyrosine kinase inhibitor vi,su6668 ; 9267 ; 9RL37ZZ665 ; MFCD03426212 ; TSU-68 (Random Configuration) ; (Z)-3-(2,4-Dimethyl-5-((2-oxoindolin-3-ylidene)-methyl)-1H-pyrrol-3-yl)propanoic acid ; 3-[2,4-dimethyl-5-[(z)-(2-oxo-1h-indol-3-ylidene)methyl]-1h-pyrrol-3-yl]propanoicacid ; 5-[(z)-(1,2-dihydro-2-oxo-3h-indol-3-ylidene)methyl]-2,4-dimethyl-1h-pyrrole-3-propanoic acid ; orantinib (tsu-68) ; orantinib (tsu-68 ; su6668) ; tsu68(su6668,orantinib) ; "
