ID,CNumber,CAS,Aliases
1026,329,380843-75-4,"4-[(2,4-dichloro-5-methoxyphenyl)amino]-6-methoxy-7-[3-(4-methyl-1-piperazinyl)propoxy]-"
1027,329,380843-75-4,"4-[(2,4-Dichloro-5-methoxyphenyl)amino]-6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinoline-3-carbonitrile"
1028,329,380843-75-4,9100307
1029,329,380843-75-4,SKI 606
1030,329,380843-75-4,Bosutinib(SKI-606)
1031,329,380843-75-4,"4-[(2,4-dichloro-5-methoxyphenyl)amino]-6-methoxy-7-[3-(4-methylpiperazinyl)propoxy]quinoline-3-carbonitrile"
1032,329,380843-75-4,SKI-606 |
1033,329,380843-75-4,BOSULIF
1034,329,380843-75-4,Bosutinib monohydrate
1035,329,380843-75-4,Bosutinib (SKI-606)
1036,329,380843-75-4,"4-(2,4-Dichloro-5-methoxy-phenylamino)-6-methoxy-7-[3-(4-methyl-piperazin-1-yl)propoxy]quinoline-3-carbonitrile"
1037,329,380843-75-4,"4-(2,4-dichloro-5-methoxyphenylamino)-6-methoxy-7-(3-(4-methylpiperazin-1-yl)propoxy)quinoline-3-carbonitrile"
1038,329,380843-75-4,MFCD07367846
1039,329,380843-75-4,"4-(3,5-Dichloro-4-methoxyanilino)-6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinoline-3-carbonitrile"
1040,329,380843-75-4,VB0990000
1041,329,380843-75-4,[380843-75-4]
1042,329,380843-75-4,"4-(2,4-dichloro-5-methoxyanilino)-6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinoline-3-carbonitrile"
1043,329,380843-75-4,"4-(2,4-dichloro-5-methoxyanilino)-6-methoxy-7-[3-(4-methyl-1-piperazinyl)propoxy]-3-quinolinecarbonitrile"
1044,329,380843-75-4,SK 606
1045,329,380843-75-4,SK-606
1046,329,380843-75-4,Bosulif®
1047,329,380843-75-4,Bosutinib (SKI606)
1048,329,380843-75-4,"4-[(2,4-dichloro-5-methoxy-phenyl)amino]-6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinoline-3-carbonitrile"
1049,329,380843-75-4,CHEBI:39112
1050,329,380843-75-4,UNII-5018V4AEZ0
1051,329,380843-75-4,MFCD22418831
1052,329,380843-75-4,SKI606
1055,329,380843-75-4,SKI-606
1056,329,380843-75-4,WAY-173606
1057,329,380843-75-4,1391063-17-4
1058,329,380843-75-4,UNII:5018V4AEZ0
1059,329,380843-75-4,SKI-606;SKI606;SKI 606
1060,329,380843-75-4,Bosutinib Isomer 1
1061,329,380843-75-4,Free Base
1062,329,380843-75-4,5018V4AEZ0
1063,329,380843-75-4,DB8
1064,329,380843-75-4,博舒替尼
1065,23,702676-93-5,"N-(3-{[5-BROMO-2-({3-[(PYRROLIDIN-1-YLCARBONYL)AMINO]PHENYL}AMINO)PYRIMIDIN-4-YL]AMINO}PROPYL)-2,2-DIMETHYLMALONAMIDE"
1066,23,702676-93-5,702676-93-5
1067,23,702676-93-5,"N-(3-(4-(3-(3-amino-2,2-dimethyl-3-oxopropanamido)propylamino)-5-bromopyrimidin-2-ylamino)phenyl)pyrrolidine-1-carboxamide"
1068,23,702676-93-5,BX-320
1069,23,702676-93-5,Propanediamide
1070,23,702676-93-5,"N-[3-[[5-bromo-2-[[3-[(1-pyrrolidinylcarbonyl)amino]phenyl]amino]-4-pyrimidinyl]amino]propyl]-2,2-dimethyl- (9CI)"
1071,23,702676-93-5,"N1-(3-((5-bromo-2-((3-(pyrrolidine-1-carboxamido)phenyl)amino)pyrimidin-4-yl)amino)propyl)-2,2-dimethylmalonamide"
1072,23,702676-93-5,BX320
1073,23,702676-93-5,"N-(3-{[5-Bromo-2-({3-[(1-pyrrolidinylcarbonyl)amino]phenyl}amino)-4-pyrimidinyl]amino}propyl)-2,2-dimethylmalonamide"
1074,23,702676-93-5,"N'-[3-[[5-bromo-2-[[3-(pyrrolidin-1-ylcarbonylamino)phenyl]amino]pyrimidin-4-yl]amino]propyl]-2,2-dimethyl-propanediamide"
1075,23,702676-93-5,"N'-[3-[[5-bromo-2-[[3-(pyrrolidine-1-carbonylamino)phenyl]amino]pyrimidin-4-yl]amino]propyl]-2,2-dimethyl-malonamide"
1076,23,702676-93-5,"N'-[3-[[5-bromo-2-[[3-(pyrrolidine-1-carbonylamino)phenyl]amino]pyrimidin-4-yl]amino]propyl]-2,2-dimethylpropanediamide"
1077,23,702676-93-5,"N'-[3-[[5-bromo-2-[[3-(pyrrolidine-1-carbonylamino)phenyl]amino]pyrimidin-4-yl]amino]propyl]-2,2-dimethyl-propanediamide"
1078,23,702676-93-5,"N'-[3-[[5-bromo-2-[[3-[(oxo-1-pyrrolidinylmethyl)amino]phenyl]amino]-4-pyrimidinyl]amino]propyl]-2,2-dimethylpropanediamide"
1079,23,702676-93-5,UNII-B504GXS5SM
1080,23,702676-93-5,UNII:B504GXS5SM
1081,23,702676-93-5,B504GXS5SM
1082,26,702675-74-9,N-(3-(4-(3-(Thiophene-2-carbonylamino)propylamino)-5-iodopyrimidin-2-ylamino)phenyl)pyrrolidine-1-carboxamide
1083,26,702675-74-9,N-[3-[[5-Iodo-4-[[3-[(2-thienylcarbonyl)amino]propyl]amino]-2-pyrimidinyl]amino]phenyl]-1-pyrrolidinecarboxamide
1084,26,702675-74-9,702675-74-9
1085,26,702675-74-9,BX-795
1086,26,702675-74-9,n-(3-((5-iodo-4-((3-((2-thienylcarbonyl)amino)propyl)amino)-2-pyrimidinyl)amino)phenyl)-1-pyrrolidinecarboxamide
1087,26,702675-74-9,BX 795
1088,26,702675-74-9,BX795
1089,26,702675-74-9,Pyrrolidine-1-carboxylic acid [3-(5-iodo-4-{3-[(thiophene-2-carbonyl)-amino]-propylamino}-pyrimidin-2-ylamino)-phenyl]-amide
1090,26,702675-74-9,1-Pyrrolidinecarboxamide
1091,26,702675-74-9,N-[3-[[5-iodo-4-[[3-[(2-thienylcarbonyl)amino]propyl]amino]-2-pyrimidinyl]amino]phenyl]-
1092,26,702675-74-9,N-(3-{[5-Iodo-4-({3-[(2-thienylcarbonyl)amino]propyl}amino)-2-pyrimidinyl]amino}phenyl)-1-pyrrolidinecarboxamide
1093,26,702675-74-9,N-(3-((5-iodo-4-((3-(thiophene-2-carboxamido)propyl)amino)pyrimidin-2-yl)amino)phenyl)pyrrolidine-1-carboxam
1094,26,702675-74-9,MFCD12546134
1095,26,702675-74-9,N-[3-[[5-iodo-4-[3-(thiophene-2-carbonylamino)propylamino]pyrimidin-2-yl]amino]phenyl]pyrrolidine-1-carboxamide
1096,26,702675-74-9,N-[3-[[5-iodo-4-[3-[[oxo(thiophen-2-yl)methyl]amino]propylamino]-2-pyrimidinyl]amino]phenyl]-1-pyrrolidinecarboxamide
1097,26,702675-74-9,BX 795|BX795
1098,26,702675-74-9,N-(3-((5-iodo-4-((3-(thiophene-2-carboxamido)propyl)amino)pyrimidin-2-yl)amino)phenyl)pyrrolidine-1-carboxamide
1099,26,702675-74-9,[702675-74-9]
1100,26,702675-74-9,N-(3-(4-(2-(2-Formamidothiophen-3-yl)propanamido)-5-iodopyrimidin-2-ylamino)phenyl)pyrrolidine-1-carboxamide
1101,26,702675-74-9,BX 795;BX-795
1102,26,702675-74-9,N-{3-[(5-IODO-4-{[3-(THIOPHEN-2-YLFORMAMIDO)PROPYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}PYRROLIDINE-1-CARBOXAMIDE
1103,26,702675-74-9,N-(3-((5-iodo-4-((3-((2-thienylcarbonyl)amino)propyl)amino)-2-pyrimidinyl)-amino)phenyl)-1-pyrrolidinecarboxamide
1104,26,702675-74-9,Not available
1105,26,702675-74-9,BX7
1106,26,702675-74-9,N-(3-{[5-Iodo-4-({3-[(Thiophen-2-Ylcarbonyl)amino]propyl}amino)pyrimidin-2-Yl]amino}phenyl)pyrrolidine-1-Carboxamide
1107,26,702675-74-9,N-(3-{[5-IODO-4-({3-[(THIOPHEN-2-YL)FORMAMIDO]PROPYL}AMINO)PYRIMIDIN-2-YL]AMINO}PHENYL)PYRROLIDINE-1-CARBOXAMIDE
1108,26,702675-74-9,Untitled Document
1109,320,702674-56-4,N-[3-[[5-Bromo-4-[[2-(1H-imidazol-5-yl)ethyl]amino]-2-pyrimidinyl]amino]phenyl]-1-pyrrolidinecarboxamide
1110,320,702674-56-4,702674-56-4
1111,320,702674-56-4,BX-912
1112,320,702674-56-4,Pyrrolidine-1-carboxylic acid (3-{5-bromo-4-[2-(1H-imidazol-4-yl)-ethylamino]-pyrimidin-2-ylamino}-phenyl)-amide
1113,320,702674-56-4,BX 912
1114,320,702674-56-4,1-Pyrrolidinecarboxamide
1115,320,702674-56-4,N-[3-[[5-bromo-4-[[2-(1H-imidazol-4-yl)ethyl]amino]-2-pyrimidinyl]amino]phenyl]-
1116,320,702674-56-4,N-(3-((4-((2-(1H-imidazol-5-yl)ethyl)amino)-5-bromopyrimidin-2-yl)amino)phenyl)pyrrolidine-1-carboxamide
1117,320,702674-56-4,BX912
1118,320,702674-56-4,MFCD10565925
1119,320,702674-56-4,N-{3-[(5-Bromo-4-{[2-(1H-imidazol-4-yl)ethyl]amino}-2-pyrimidinyl)amino]phenyl}-1-pyrrolidinecarboxamide
1121,320,702674-56-4,N-[3-[[5-bromo-4-[[2-(1H-imidazol-5-yl)ethyl]amino]-2-pyrimidinyl]amino]phenyl]-
1122,320,702674-56-4,N-{3-[(5-Bromo-4-{[2-(1H-imidazol-5-yl)ethyl]amino}-2-pyrimidinyl)amino]phenyl}-1-pyrrolidinecarboxamide
1123,320,702674-56-4,N-(3-((4-((2-(1H-imidazol-4-yl)ethyl)amino)-5-bromopyrimidin-2-yl)amino)phenyl)pyrrolidine-1-carboxamide
1124,320,702674-56-4,N-[3-[[5-bromo-4-[2-(1H-imidazol-5-yl)ethylamino]pyrimidin-2-yl]amino]phenyl]pyrrolidine-1-carboxamide
1125,320,702674-56-4,N-[3-[[5-bromo-4-[2-(1H-imidazol-5-yl)ethylamino]-2-pyrimidinyl]amino]phenyl]-1-pyrrolidinecarboxamide
1126,320,702674-56-4,N-[3-[[5-bromo-4-[2-(3H-imidazol-4-yl)ethylamino]pyrimidin-2-yl]amino]phenyl]pyrrolidine-1-carboxamide
1127,320,702674-56-4,BX 912|BX912
1128,320,702674-56-4,[702674-56-4]
1129,320,702674-56-4,Pyrrolidine-1-carboxylic acid (3-(5-bromo-4-[2-(1H-imidazol-4-yl)-ethylamino]-pyrimidin-2-ylamino)-phenyl)-amide
1130,320,702674-56-4,BX912;BX 912
1131,320,702674-56-4,N-{3-[(5-BROMO-4-{[2-(3H-IMIDAZOL-4-YL)ETHYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}PYRROLIDINE-1-CARBOXAMIDE
1132,320,702674-56-4,N-(3-((5-bromo-4-((2-(1H-imidazol-4-yl)ethyl)amino)-2-pyrimidinyl)amino)phenyl)-1-pyrrolidinecarboxamide
1133,320,702674-56-4,"bx9121-pyrrolidinecarboxamide,n-[3-[[5-bromo-4-[[2-(1h-imidazol-4-yl)ethyl]amino]-2-pyrimidinyl]amino]phenyl]-"
1134,320,702674-56-4,c20h23brn8o
1135,320,702674-56-4,N-{3-[(5-BROMO-4-{[2-(1H-IMIDAZOL-4-YL)ETHYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}PYRROLIDINE-1-CARBOXAMIDE
1136,320,702674-56-4,N-{3-[(5-BROMO-4-{[2-(1H-IMIDAZOL-5-YL)ETHYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}PYRROLIDINE-1-CARBOXAMIDE
1137,312,862812-98-4,"3-(2-(methylsulfonyl)benzyloxy)-5-(5,6-dimethoxy-1H-benzo[d]imidazol-1-yl)thiophene-2-carbonitrile"
1138,312,862812-98-4,2-Thiophenecarbonitrile
1139,312,862812-98-4,"5-(5,6-dimethoxy-1H-benzimidazol-1-yl)-3-[[2-(methylsulfonyl)phenyl]methoxy]-"
1140,312,862812-98-4,862812-98-4
1141,312,862812-98-4,"5-(5,6-Dimethoxy-1H-benzimidazol-1-yl)-3-[[2-(methylsulfonyl)phenyl]methoxy]-2-thiophenecarbonitrile"
1142,312,862812-98-4,"5-(5,6-Dimethoxy-1H-benzimidazol-1-yl)-3-{[2-(methylsulfonyl)benzyl]oxy}-2-thiophenecarbonitrile"
1143,312,862812-98-4,benzimidazole-thiophene carbonitrile
1144,312,862812-98-4,12e
1145,312,862812-98-4,IKK-3 Inhibitor
1146,312,862812-98-4,GSK319347A
1147,312,862812-98-4,[862812-98-4]
1148,312,862812-98-4,MFCD10567700
1149,312,862812-98-4,"5-(5,6-dimethoxybenzimidazol-1-yl)-3-[(2-methylsulfonylphenyl)methoxy]thiophene-2-carbonitrile"
1150,312,862812-98-4,"5-(5,6-DIMETHOXY-1H-BENZIMIDAZOL-1-YL)-3-((2-(METHYLSULFONYL)PHENYL)METHOXY)-2-THIOPHENECARBONITRILE"
1151,312,862812-98-4,"5-(5,6-dimethoxy-1-benzimidazolyl)-3-[(2-methylsulfonylphenyl)methoxy]-2-thiophenecarbonitrile"
1152,312,862812-98-4,GSK 319347A
1153,312,862812-98-4,Not available
1154,327,34157-83-0,Tripterine
1155,327,34157-83-0,34157-83-0
1156,327,34157-83-0,"D:A-Friedo-24-noroleana-1(10),3,5,7-tetraen-29-oic acid"
1157,327,34157-83-0,3-hydroxy-2-oxo-
1158,327,34157-83-0,(20alpha)-
1159,327,34157-83-0,2-Picenecarboxylic acid
1160,327,34157-83-0,"1,2,3,4,4a,5,6,6a"
1161,327,34157-83-0,"11,12b,13,14,14a,14b-tetradecahydro-10-hydroxy-2,4a,6a,9,12b"
1162,327,34157-83-0,14a-hexamethyl-11-oxo-
1163,327,34157-83-0,"(20alpha)-3-hydroxy-2-oxo-D:A-Friedo-24-noroleana-1(10),3,5,7-tetraen-29-oic acid"
1166,327,34157-83-0,14a-hexamethyl-11-oxo-2-Picenecarboxylic acid
1167,327,34157-83-0,"(2R,4aS,6aS,12bR,14aS,14bR)-10-Hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydro-picene-2-carboxylic acid"
1168,327,34157-83-0,"(2R,4aS,6aS,12bR,14aS,14bR)-10-Hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydropicene-2-carboxylic acid"
1170,327,34157-83-0,"1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydro-10-hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-"
1171,327,34157-83-0,"(2R,4aS,6aS,12bR,14aS,14bR)-"
1172,327,34157-83-0,Celastrol
1173,327,34157-83-0,Celastrus scandens
1174,327,34157-83-0,[34157-83-0]
1175,327,34157-83-0,"(9b,13a,14b,20a)-3-Hydroxy-9,13-dimethyl-2-oxo-24,25,26-trinoroleana-1(10),3,5,7-tetraen-29-oic acid"
1176,327,34157-83-0,"(2R,4aS,6aS,12bR,14aS,14bR)-10-Hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydro-2-picenecarboxylic acid"
1177,327,34157-83-0,"3-hydroxy-9beta,13alpha-dimethyl-2-oxo-24,25,26-trinoroleana-1(10),3,5,7-tetraen-29-oic acid"
1178,327,34157-83-0,"(2R,4aS,6aS,12bR,14aS,14bR)-1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydro-10-hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-2-picenecarboxylic acid"
1179,327,34157-83-0,"3-hydroxy-9.beta.,13.alpha.-dimethyl-2-oxo-24,25,26-trinoroleana-1(10),3,5,7-tetraen-29-oic acid"
1182,327,34157-83-0,Tripterin
1183,327,34157-83-0,"3-Hydroxy-2-oxo-24-nor-D:A-friedooleana-1(10),3,5,7-tetraen-29-oic acid"
1184,327,34157-83-0,"(20alpha)-3-hydroxy-2-oxo-D:A-Friedo-24-noroleana-1(10),3,5,7-tetraen-29-oate"
1185,327,34157-83-0,"(2R,4aS,6aS,12bR,14aS,14bR)-10-hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid"
1186,327,34157-83-0,MFCD03424073
1187,327,34157-83-0,"(2R,4aS,6aR,6aS,14aS,14bR)-10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid"
1188,327,34157-83-0,"(2R,4aS,6aS,6aR,14aS,14bR)-10-hydroxy-11-keto-2,4a,6a,6a,9,14a-hexamethyl-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid"
1189,327,34157-83-0,"(2R,4aS,6aS,6aR,14aS,14bR)-10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid"
1190,327,34157-83-0,"3-Hydroxy-24-nor-2-oxo-1(10),3,5,7-friedelatetraen-29-oic Acid"
1191,327,34157-83-0,BSPBio_001905
1193,327,34157-83-0,<i>Celastrus scandens
1194,327,34157-83-0,IDI1_000718
1195,327,34157-83-0,SPECTRUM201664
1196,327,34157-83-0,Spectrum5_000805
1197,327,34157-83-0,UNII-L8GG98663L
1198,327,34157-83-0,"10-Hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydro-picene-2-carboxylic acid"
1199,327,34157-83-0,"10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid"
1200,327,34157-83-0,UNII:L8GG98663L
1201,327,34157-83-0,CELASTROL (TRIPTERIN)
1202,327,34157-83-0,TRITERPENE
1203,327,34157-83-0,L8GG98663L
1204,327,34157-83-0,Celastrol|Tripterin
1205,28,522629-08-9,CGP 57380
1206,28,522629-08-9,CGP57380
1207,28,522629-08-9,"N3-(4-fluorophenyl)-1h-pyrazolo[3,4-d]pyrimidine-3,4-diamine"
1208,28,522629-08-9,C466997
1209,28,522629-08-9,CGP-57380
1210,28,522629-08-9,"N3-(4-Fluorophenyl)-1H-pyrazolo-[3,4-d]pyrimidine-3,4-diamine"
1211,28,522629-08-9,522629-08-9
1212,28,522629-08-9,[522629-08-9]
1213,28,522629-08-9,"3-N-(4-fluorophenyl)-1H-pyrazolo[3,4-d]pyrimidine-3,4-diamine"
1214,28,522629-08-9,"N-(4-Fluorophenyl)-1H-pyrazolo-[3,4-d]pyrimidine-3,4-diamine"
1215,28,522629-08-9,MNK1 Inhibitor
1216,28,522629-08-9,"4-Amino-5-(4-fluoroanilino)-pyrazolo[3,4-d]pyrimidine"
1217,28,522629-08-9,"1H-Pyrazolo[3,4-d]pyrimidine-3,4-diamine"
1218,28,522629-08-9,N3-(4-fluorophenyl)-
1219,28,522629-08-9,MFCD03861062
1220,28,522629-08-9,"3-N-(4-fluorophenyl)-2H-pyrazolo[3,4-d]pyrimidine-3,4-diamine"
1221,28,522629-08-9,CGP 57380|CGP-57380
1222,28,522629-08-9,CHEMBL1240885
1223,28,522629-08-9,IN1236
1224,28,522629-08-9,"S7421,522629-08-9"
1225,31,3895-92-9,Chelerythrine
1226,31,3895-92-9,Toddalin
1227,31,3895-92-9,Chelerythrine chloride
1228,31,3895-92-9,251-930-0
1229,31,3895-92-9,34316-15-9
1230,31,3895-92-9,"1,2-Dimethoxy-N-methyl(1,3)benzodioxolo(5,6-c)phenanthridinium chloride"
1231,31,3895-92-9,3895-92-9
1233,31,3895-92-9,chloride
1234,31,3895-92-9,Chelerythrine hydrochloride
1235,31,3895-92-9,223-444-9
1237,31,3895-92-9,hydroxide
1238,31,3895-92-9,hydrochloride (8CI)
1239,31,3895-92-9,"1,2-Dimethoxy-12-methyl(1,3)benzodioxolo(5,6-c)phenanthridinium chloride"
1240,31,3895-92-9,"(1,3)Benzodioxolo(5,6-c)phenanthridinium"
1241,31,3895-92-9,"1,2-dimethoxy-12-methyl-"
1242,31,3895-92-9,chloride (9CI)
1243,31,3895-92-9,CHAPS
1244,31,3895-92-9,75621-03-3
1247,31,3895-92-9,hydrochloride
1248,31,3895-92-9,"1,2-Dimethoxy-12-methyl[1,3]benzodioxolo[5,6-c]phenanthridinium chloride"
1249,31,3895-92-9,EINECS 223-444-9
1250,31,3895-92-9,"1,2-Dimethoxy-12-methyl[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium chloride"
1251,31,3895-92-9,"[1,3]Benzodioxolo[5,6-c]phenanthridinium"
1253,31,3895-92-9,chloride (1:1)
1254,31,3895-92-9,"Chlorure de 1,2-diméthoxy-12-méthyl[1,3]benzodioxolo[5,6-c]phénanthridin-12-ium"
1255,31,3895-92-9,"1,2-Dimethoxy-12-methyl[1,3]dioxolo[4,5]benzo[1,2-c]phenanthridin-12-iumchlorid"
1256,31,3895-92-9,"1,2-Dimethoxy-N-methyl(1,3)benzodioxolo(5,6-c) phenanthridinium chloride"
1257,31,3895-92-9,[34316-15-9]
1258,31,3895-92-9,"1,2-dimethoxy-12-methyl-9H-phenanthridino[4',3'-5,4]benzo[d]1,3-dioxolane"
1260,31,3895-92-9,MK 678 |
1261,31,3895-92-9,"1,2-Dimethoxy-12-methyl-[1,3]dioxolo[4',5':4,5]benzo[1,2-c]phenanthridin-12-ium chloride"
1262,31,3895-92-9,"1,2-Dimethoxy-12-methyl-[1,3]dioxolo[4',5':4,5]-benzo[1,2-c]phenanthridin-12-ium chloride"
1263,31,3895-92-9,MFCD00060717
1264,31,3895-92-9,"1,2-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridinium"
1265,31,3895-92-9,monochloride
1266,31,3895-92-9,CHELERYTHRINECHLORIDE
1267,31,3895-92-9,FL9200000
1268,31,3895-92-9,[3895-92-9]
1269,31,3895-92-9,Chelerythrine (chloride)
1273,31,3895-92-9,"1,2-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium"
1274,31,3895-92-9,CHEMBL258893
1276,31,3895-92-9,Chelerythrin Chloride
1277,31,3895-92-9,"1,2-dimethoxy-12-methyl[1,3]benzodioxolo[5,6-c]phenanthridiniumchloride"
1278,31,3895-92-9,"1,2-DIMETHOXY-N-METHYL-[1,3]BENZODIOXOLO[5,6-C]PHENANTHRIDINIUM CHLORIDE"
1279,31,3895-92-9,"1,2-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium;chloride"
1280,31,3895-92-9,"1,2-dimethoxy-12-methyl-[1,3]dioxolo[4,5:4,5]-benzo[1,2-c]phenanthridin-12-ium chloride"
1281,31,3895-92-9,Toddalin|Chelerythrine chloride
1282,33,252917-06-9,acetic acid
1283,33,252917-06-9,({3-[amino(oxo)acetyl]-1-benzyl-2-ethyl-1H-indol-4-yl}oxy)
1284,33,252917-06-9,"6-[(2-{[4-(2,4-dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)pyrimidin-2-yl]amino}ethyl)amino]pyridine-3-carbonitrile"
1285,33,252917-06-9,3-pyridinecarbonitrile
1286,33,252917-06-9,"6-[[2-[[4-(2,4-dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)-2-pyrimidinyl]amino]ethyl]amino]-"
1287,33,252917-06-9,"6-(2-(4-(2,4-dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)pyrimidin-2-ylamino)ethylamino)nicotinonitrile"
1288,33,252917-06-9,CHIR-99021
1289,33,252917-06-9,252917-06-9
1290,33,252917-06-9,Kinome_3785
1291,33,252917-06-9,CHIR-99021(CT99021)
1292,33,252917-06-9,CT 99021
1293,33,252917-06-9,CHIR 99021
1294,33,252917-06-9,CHIR99021(CT99021)
1295,33,252917-06-9,CT99021
1296,33,252917-06-9,"6-[2-[4-(2,4-Dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)pyrimidin-2-ylamino]ethylamino]pyridine-3-carbonitrile"
1297,33,252917-06-9,CHIR99021
1298,33,252917-06-9,Free Base
1300,33,252917-06-9,"3-PYRIDINECARBONITRILE,6-[[2-[[4-(2,4-DICHLOROPHENYL)-5-(5-METHYL-1H-IMIDAZOL-2-YL)-2-PYRIMIDINYL]AMINO]ETHYL]AMINO]-"
1301,33,252917-06-9,CHIR-99021 (CT99021) HCl
1302,33,252917-06-9,"6-[[2-[[4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)-2-pyrimidinyl]amino]ethyl]amino]-3-pyridinecarbonitrile"
1303,33,252917-06-9,"6-{2-[4-(2,4-Dichloro-phenyl)-5-(5-methyl-1H-imidazol-2-yl)-pyrimidin-2-ylamino]-ethylamino}-nicotinonitrile"
1305,33,252917-06-9,"6-[[2-[[4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)-2-pyrimidinyl]amino]ethyl]amino]-"
1306,33,252917-06-9,"6-[(2-{[4-(2,4-Dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)-2-pyrimidinyl]amino}ethyl)amino]nicotinonitrile"
1307,33,252917-06-9,"6-((2-((4-(2,4-dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)pyrimidin-2-yl)amino)ethyl)amino)nicotinonitrile"
1308,33,252917-06-9,GSK-3 Inhibitor XVI
1309,33,252917-06-9,MFCD12546133
1310,33,252917-06-9,"6-(2-(4-(2,4-dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)pyrimidin-2-ylamino)ethylamino)nicotinonitrile hydrochloride"
1311,33,252917-06-9,"6-(2-(4-(2,4-Dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)-pyrimidin-2-ylamino)ethyl-amino)-nicotinonitrile"
1312,33,252917-06-9,MFCD11846251
1313,33,252917-06-9,"6-[(2-{[4-(2,4-Dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)-2-pyrimidinyl]amino}ethyl)amino]nicotinonitrile"
1314,33,252917-06-9,"6-[2-[[4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)pyrimidin-2-yl]amino]ethylamino]pyridine-3-carbonitrile"
1315,33,252917-06-9,CHIR 911
1319,33,252917-06-9,"6-[2-[[4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)-2-pyrimidinyl]amino]ethylamino]-3-pyridinecarbonitrile"
1320,33,252917-06-9,CT-99021
1321,33,252917-06-9,UNII-234CMT4GK4
1322,33,252917-06-9,CHIR 99021|CHIR99021|CT-99021|CT99021
1323,33,252917-06-9,"6-((2-((4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)pyrimidin-2-yl)amino)ethyl)amino)nicotinonitrile"
1324,33,252917-06-9,[252917-06-9]
1325,33,252917-06-9,MFCD23704170
1326,33,252917-06-9,"6-[2-[[4-(2,4-Dichlorophenyl)-5-(4-methyl-1H-imidazol-2-yl)pyrimidin-2-yl]amino]ethylamino]pyridine-3-carbonitrile"
1327,33,252917-06-9,CHIR-99021 (CT99021)
1328,33,252917-06-9,UNII:234CMT4GK4
1329,33,252917-06-9,CT99021;CHIR99021;CHIR 99021;CT-99021
1330,33,252917-06-9,"6-[(2-{[4-(2,4-DICHLOROPHENYL)-5-(4-METHYL-3H-IMIDAZOL-2-YL)PYRIMIDIN-2-YL]AMINO}ETHYL)AMINO]PYRIDINE-3-CARBONITRILE"
1334,33,252917-06-9,"CT99021,GSK-3 Inhibitor XVI"
1335,33,252917-06-9,CHIR-911
