CNumber,Target,Screen Conc(0.1),% Activity Remaining,Standard Deviation
328,MKK1,0.1,118,10
328,MKK2,0.1,113,11
328,MKK6,0.1,104,11
328,ERK1,0.1,91,6
328,ERK2,0.1,93,9
328,ERK5,0.1,87,2
328,JNK1,0.1,108,4
328,JNK2,0.1,110,10
328,JNK3,0.1,108,0
328,p38 alpha MAPK,0.1,79,15
328,p38 beta MAPK,0.1,105,11
328,p38 gamma MAPK,0.1,100,4
328,p38 delta MAPK,0.1,118,17
328,ERK8,0.1,90,14
328,RSK1,0.1,105,2
328,RSK2,0.1,86,9
328,PDK1,0.1,94,9
328,PKB alpha ,0.1,103,15
328,PKB beta ,0.1,94,11
328,SGK1,0.1,87,11
328,S6K1,0.1,108,3
328,PKA,0.1,110,12
328,ROCK 2,0.1,130,10
328,PRK2,0.1,100,2
328,PKC alpha ,0.1,98,3
328,PKC gamma ,0.1,107,22
328,PKC zeta ,0.1,101,3
328,PKD1,0.1,92,21
328,STK33,0.1,105,6
328,MSK1,0.1,94,4
328,MNK1,0.1,108,0
328,MNK2,0.1,97,8
328,MAPKAP-K2 ,0.1,114,4
328,MAPKAP-K3,0.1,117,3
328,PRAK,0.1,129,14
328,CAMKK beta ,0.1,96,4
328,CAMK1,0.1,89,16
328,SmMLCK,0.1,111,4
328,PHK,0.1,101,10
328,DAPK1,0.1,126,10
328,CHK1,0.1,100,6
328,CHK2,0.1,98,8
328,GSK3 beta ,0.1,103,2
328,CDK2-Cyclin A,0.1,116,1
328,CDK9-Cyclin T1,0.1,122,8
328,PLK1,0.1,133,18
328,Aurora A,0.1,94,0
328,Aurora B,0.1,120,10
328,TLK1,0.1,96,4
328,LKB1,0.1,96,18
328,AMPK (hum),0.1,107,13
328,MARK1,0.1,115,3
328,MARK2,0.1,118,4
328,MARK3,0.1,96,16
328,MARK4,0.1,105,12
328,BRSK1,0.1,126,0
328,BRSK2,0.1,102,14
328,MELK,0.1,112,7
328,NUAK1,0.1,119,10
328,SIK2,0.1,4,1
328,SIK3,0.1,9,2
328,TSSK1,0.1,106,11
328,CK1 gamma 2,0.1,115,0
328,CK1 delta ,0.1,113,4
328,CK2,0.1,95,3
328,TTBK1,0.1,112,8
328,TTBK2,0.1,110,5
328,DYRK1A,0.1,111,4
328,DYRK2,0.1,101,5
328,DYRK3,0.1,98,7
328,NEK2a,0.1,122,11
328,NEK6,0.1,113,4
328,IKK beta ,0.1,97,21
328,IKK epsilon ,0.1,102,5
328,TBK1,0.1,100,1
328,PIM1,0.1,90,1
328,PIM2,0.1,104,3
328,PIM3,0.1,96,8
328,SRPK1,0.1,104,9
328,EF2K,0.1,104,4
328,EIF2AK3,0.1,106,6
328,HIPK1,0.1,105,4
328,HIPK2,0.1,95,1
328,HIPK3,0.1,102,3
328,CLK2,0.1,120,6
328,PAK2,0.1,118,2
328,PAK4,0.1,137,21
328,PAK5,0.1,131,12
328,PAK6,0.1,126,9
328,MST2,0.1,75,2
328,MST3,0.1,114,20
328,MST4,0.1,97,10
328,GCK,0.1,95,7
328,MAP4K3,0.1,88,15
328,MAP4K5,0.1,22,1
328,MINK1,0.1,90,4
328,MEKK1,0.1,98,4
314,TAK1,0.1,120,24
314,IRAK1,0.1,102,3
314,IRAK4,0.1,105,3
314,RIPK2,0.1,107,10
314,OSR1,0.1,94,2
314,TTK,0.1,106,1
314,MPSK1,0.1,137,35
314,WNK1,0.1,99,6
314,ULK1,0.1,120,9
314,ULK2,0.1,99,9
314,TGFBR1,0.1,106,5
314,Src,0.1,80,2
314,Lck,0.1,107,2
314,CSK,0.1,99,12
314,MKK1,0.1,89,24
314,YES1,0.1,87,4
314,MKK2,0.1,115,1
314,ABL,0.1,113,3
314,MKK6,0.1,105,1
314,BTK,0.1,67,3
314,ERK1,0.1,108,32
314,JAK2,0.1,50,6
314,ERK2,0.1,125,7
314,SYK,0.1,79,0
314,ERK5,0.1,98,8
314,ZAP70,0.1,97,3
314,JNK1,0.1,103,10
314,TIE2,0.1,94,2
314,JNK2,0.1,92,5
314,BRK,0.1,98,7
314,JNK3,0.1,112,6
314,EPH-A2,0.1,62,3
314,p38 alpha MAPK,0.1,89,7
314,EPH-A4,0.1,49,2
314,p38 beta MAPK,0.1,112,17
314,EPH-B1,0.1,48,1
314,p38 gamma MAPK,0.1,129,1
314,EPH-B2,0.1,90,4
314,p38 delta MAPK,0.1,102,9
314,EPH-B3,0.1,108,0
314,ERK8,0.1,107,2
314,EPH-B4,0.1,78,9
314,RSK1,0.1,96,14
314,FGF-R1,0.1,115,2
314,RSK2,0.1,100,11
314,HER4,0.1,98,3
314,PDK1,0.1,106,12
314,IGF-1R,0.1,137,19
314,PKB alpha ,0.1,109,13
314,IR,0.1,116,9
314,PKB beta ,0.1,116,3
314,IRR,0.1,112,18
314,SGK1,0.1,98,7
314,TrkA,0.1,62,0
314,S6K1,0.1,115,9
314,DDR2,0.1,91,12
314,PKA,0.1,105,17
314,VEGFR1,0.1,74,14
314,ROCK 2,0.1,99,2
314,PDGFRA,0.1,115,1
314,PRK2,0.1,100,17
314,PINK,0.1,108,4
314,PKC alpha ,0.1,101,9
314,PKC gamma ,0.1,110,0
314,PKC zeta ,0.1,122,7
314,PKD1,0.1,110,5
314,STK33,0.1,116,8
314,MSK1,0.1,96,4
314,MNK1,0.1,107,7
314,MNK2,0.1,103,3
314,MAPKAP-K2 ,0.1,116,3
314,MAPKAP-K3,0.1,98,7
314,PRAK,0.1,92,7
314,CAMKK beta ,0.1,117,13
314,CAMK1,0.1,97,1
314,SmMLCK,0.1,104,15
314,PHK,0.1,113,5
314,DAPK1,0.1,114,4
314,CHK1,0.1,112,11
314,CHK2,0.1,105,1
314,GSK3 beta ,0.1,92,12
314,CDK2-Cyclin A,0.1,108,5
314,CDK9-Cyclin T1,0.1,104,16
314,PLK1,0.1,96,2
314,Aurora A,0.1,75,42
314,Aurora B,0.1,60,3
314,TLK1,0.1,84,3
314,LKB1,0.1,119,6
314,AMPK (hum),0.1,112,3
314,MARK1,0.1,93,13
314,MARK2,0.1,97,2
314,MARK3,0.1,95,2
314,MARK4,0.1,96,5
314,BRSK1,0.1,103,0
314,BRSK2,0.1,98,2
314,MELK,0.1,100,6
314,NUAK1,0.1,72,0
314,SIK2,0.1,106,21
314,SIK3,0.1,99,9
314,TSSK1,0.1,83,3
314,CK1 gamma 2,0.1,107,13
314,CK1 delta ,0.1,97,6
314,CK2,0.1,101,19
314,TTBK1,0.1,103,10
314,TTBK2,0.1,122,5
314,DYRK1A,0.1,93,23
314,DYRK2,0.1,101,1
314,DYRK3,0.1,86,3
314,NEK2a,0.1,102,4
314,NEK6,0.1,101,8
314,IKK beta ,0.1,117,4
314,IKK epsilon ,0.1,91,1
314,TBK1,0.1,89,1
314,PIM1,0.1,129,4
314,PIM2,0.1,106,2
314,PIM3,0.1,63,8
314,SRPK1,0.1,102,4
314,EF2K,0.1,109,5
314,EIF2AK3,0.1,105,7
314,HIPK1,0.1,119,12
314,HIPK2,0.1,105,10
314,HIPK3,0.1,119,13
314,CLK2,0.1,112,6
314,PAK2,0.1,94,3
314,PAK4,0.1,72,8
314,PAK5,0.1,90,6
314,PAK6,0.1,123,14
314,MST2,0.1,114,6
314,MST3,0.1,114,8
314,MST4,0.1,105,5
314,GCK,0.1,106,15
314,MAP4K3,0.1,103,5
314,MAP4K5,0.1,126,8
314,MINK1,0.1,116,3
314,MEKK1,0.1,96,3
314,MLK1,0.1,50,2
314,MLK3,0.1,58,1
314,TESK1,0.1,96,1
314,TAO1,0.1,101,3
314,ASK1,0.1,99,3
45,SRPK1,0.1,101,9
45,EPH-B3,0.1,96,1
45,MST2,0.1,94,4
45,EPH-B4,0.1,None,None
45,EF2K,0.1,81,0
45,FGF-R1,0.1,92,1
45,p38 beta MAPK,0.1,88,5
45,HIPK2,0.1,75,9
45,HER4,0.1,None,None
45,p38 gamma MAPK,0.1,98,2
45,PAK4,0.1,95,0
45,IGF-1R,0.1,95,7
45,p38 delta MAPK,0.1,86,10
45,PAK5,0.1,95,3
45,IR,0.1,115,7
45,ERK8,0.1,95,32
45,PAK6,0.1,84,1
45,IRR,0.1,79,6
45,RSK1,0.1,85,7
45,Src,0.1,92,0
45,TrkA,0.1,None,None
45,RSK2,0.1,89,11
45,Lck,0.1,91,12
45,VEGFR1,0.1,89,2
45,PDK1,0.1,97,0
45,CSK,0.1,97,5
45,PKB alpha ,0.1,98,4
45,PKB beta ,0.1,75,8
45,SGK1,0.1,79,1
45,EPH-A2,0.1,104,2
45,S6K1,0.1,89,3
45,MST4,0.1,110,5
45,PKA,0.1,93,3
45,SYK,0.1,105,11
45,ROCK 2,0.1,87,4
45,YES1,0.1,87,5
45,PRK2,0.1,85,8
45,IKK epsilon ,0.1,77,7
45,PKC alpha ,0.1,98,4
45,PKC zeta ,0.1,79,9
45,PKD1,0.1,84,4
45,MSK1,0.1,83,3
45,BTK,0.1,89,0
45,MNK1,0.1,89,2
45,MNK2,0.1,102,1
45,MAPKAP-K2 ,0.1,85,3
45,TBK1,0.1,90,4
45,PRAK,0.1,95,13
45,CAMKK beta ,0.1,87,5
45,CAMK1,0.1,72,11
45,SmMLCK,0.1,99,4
45,PHK,0.1,101,1
45,CHK1,0.1,92,8
45,CHK2,0.1,85,0
45,GSK3 beta ,0.1,76,2
45,CDK2-Cyclin A,0.1,88,2
45,PLK1,0.1,91,6
45,Aurora B,0.1,108,18
45,AMPK,0.1,90,5
45,MARK3,0.1,84,8
45,BRSK2,0.1,83,1
45,MELK,0.1,86,6
45,CK1 delta ,0.1,106,3
45,CK2,0.1,99,3
45,DYRK1A,0.1,99,4
45,DYRK2,0.1,93,5
45,DYRK3,0.1,82,2
45,NEK2a,0.1,89,4
45,NEK6,0.1,79,4
45,IKK beta ,0.1,200,131
45,PIM1,0.1,98,0
45,PIM2,0.1,97,5
45,PIM3,0.1,92,5
45,MKK1,0.1,12,0
45,ERK1,0.1,96,14
45,ERK2,0.1,86,8
45,JNK1,0.1,92,0
45,JNK2,0.1,99,10
45,p38 alpha MAPK,0.1,67,12
45,MKK2,0.1,None,None
45,MKK6,0.1,None,None
45,JNK3,0.1,None,None
45,MAPKAP-K3,0.1,None,None
45,DAPK1,0.1,None,None
45,Aurora A,0.1,None,None
45,LKB1,0.1,None,None
45,MARK1,0.1,None,None
45,MARK2,0.1,None,None
45,MARK4,0.1,None,None
45,BRSK1,0.1,None,None
45,NUAK1,0.1,None,None
45,HIPK1,0.1,None,None
45,HIPK3,0.1,None,None
45,CLK2,0.1,None,None
45,PAK2,0.1,None,None
45,GCK,0.1,None,None
45,MINK1,0.1,None,None
45,MEKK1,0.1,None,None
45,MLK1,0.1,None,None
45,MLK3,0.1,None,None
45,TAO1,0.1,None,None
45,ASK1,0.1,None,None
45,TAK1,0.1,None,None
45,IRAK4,0.1,None,None
45,RIPK2,0.1,None,None
45,TTK,0.1,None,None
45,JAK2,0.1,None,None
45,EPH-A4,0.1,None,None
45,EPH-B1,0.1,None,None
45,EPH-B2,0.1,None,None
49,BRSK2,0.1,48,6
49,MELK,0.1,17,2
49,CK1 delta ,0.1,88,3
49,CK2,0.1,88,4
49,DYRK1A,0.1,33,6
49,DYRK2,0.1,60,8
49,DYRK3,0.1,33,6
49,NEK2a,0.1,84,1
49,NEK6,0.1,97,6
49,NEK7,0.1,108,1
49,IKK beta ,0.1,76,0
49,PIM1,0.1,21,1
49,PIM2,0.1,65,3
49,PIM3,0.1,5,0
49,SRPK1,0.1,92,5
49,MST2,0.1,0,0
49,EF2K,0.1,109,3
49,HIPK2,0.1,27,3
49,HIPK3,0.1,58,2
49,PAK4,0.1,5,0
49,PAK5,0.1,7,0
49,PAK6,0.1,8,0
49,Src,0.1,74,2
49,Lck,0.1,53,6
49,CSK,0.1,74,3
49,MKK1,0.1,50,1
49,ERK1,0.1,60,7
49,ERK2,0.1,46,2
49,JNK1,0.1,58,2
49,JNK2,0.1,79,0
49,JNK3,0.1,70,0
49,p38 alpha MAPK,0.1,116,4
49,p38 beta MAPK,0.1,125,5
49,p38 gamma MAPK,0.1,83,8
49,p38 delta MAPK,0.1,78,1
49,ERK8,0.1,36,4
49,RSK1,0.1,9,2
49,RSK2,0.1,5,0
49,PDK1,0.1,11,0
49,PKB alpha ,0.1,85,1
49,PKB beta ,0.1,87,1
49,SGK1,0.1,59,5
49,S6K1,0.1,16,0
49,PKA,0.1,64,5
49,ROCK 2,0.1,59,4
49,PRK2,0.1,4,2
49,PKC alpha ,0.1,1,0
49,PKC zeta ,0.1,80,4
49,PKD1,0.1,6,0
49,MSK1,0.1,7,0
49,MNK1,0.1,69,0
49,MNK2,0.1,34,0
49,MAPKAP-K2 ,0.1,118,3
49,MAPKAP-K3,0.1,104,7
49,PRAK,0.1,83,3
49,CAMKK alpha ,0.1,37,4
49,CAMKK beta ,0.1,16,4
49,CAMK1,0.1,99,3
49,SmMLCK,0.1,31,1
49,PHK,0.1,1,1
49,CHK1,0.1,1,0
49,CHK2,0.1,53,3
49,GSK3 beta ,0.1,24,4
49,CDK2-Cyclin A,0.1,10,0
49,PLK1,0.1,80,1
49,Aurora B,0.1,23,0
49,Aurora C,0.1,26,3
49,AMPK,0.1,16,3
49,MARK3,0.1,16,1
50,MKK1,0.1,82,2
50,ERK1,0.1,94,7
50,ERK2,0.1,114,5
50,JNK1,0.1,103,13
50,JNK2,0.1,92,4
50,JNK3,0.1,90,9
50,p38 alpha MAPK,0.1,107,12
50,p38 beta MAPK,0.1,119,9
50,p38 gamma MAPK,0.1,99,2
50,p38 delta MAPK,0.1,89,4
50,ERK8,0.1,78,5
50,RSK1,0.1,10,8
50,RSK2,0.1,3,1
50,PDK1,0.1,48,3
50,PKB alpha ,0.1,70,0
50,PKB beta ,0.1,80,2
50,SGK1,0.1,69,3
50,S6K1,0.1,11,0
50,PKA,0.1,42,4
50,ROCK 2,0.1,118,0
50,PRK2,0.1,63,0
50,PKC alpha ,0.1,5,0
50,PKC zeta ,0.1,118,0
50,PKD1,0.1,87,9
50,MSK1,0.1,11,2
50,MNK1,0.1,94,4
50,MNK2,0.1,90,0
50,MAPKAP-K2 ,0.1,107,0
50,MAPKAP-K3,0.1,131,2
50,PRAK,0.1,104,8
50,CAMKK alpha ,0.1,109,13
50,CAMKK beta ,0.1,113,5
50,CAMK1,0.1,79,0
50,SmMLCK,0.1,15,1
50,PHK,0.1,77,14
50,CHK1,0.1,56,5
50,CHK2,0.1,57,3
50,GSK3 beta ,0.1,67,2
50,CDK2-Cyclin A,0.1,95,2
50,PLK1,0.1,99,4
50,Aurora B,0.1,17,0
50,Aurora C,0.1,48,9
50,AMPK,0.1,64,8
50,MARK3,0.1,93,4
50,BRSK2,0.1,72,5
50,MELK,0.1,72,7
50,CK1 delta ,0.1,103,1
50,CK2,0.1,105,4
50,DYRK1A,0.1,96,4
50,DYRK2,0.1,98,9
50,DYRK3,0.1,92,2
50,NEK2a,0.1,95,4
50,NEK6,0.1,99,0
50,NEK7,0.1,94,9
50,IKK beta ,0.1,104,3
50,PIM1,0.1,9,1
50,PIM2,0.1,38,1
50,PIM3,0.1,2,0
50,SRPK1,0.1,113,3
50,MST2,0.1,20,0
50,EF2K,0.1,106,0
50,HIPK2,0.1,97,7
50,HIPK3,0.1,108,11
50,PAK4,0.1,99,2
50,PAK5,0.1,108,5
50,PAK6,0.1,107,5
50,Src,0.1,104,2
50,Lck,0.1,103,1
50,CSK,0.1,84,4
158,EPH-B3,0.1,107,8
158,p38 delta MAPK,0.1,113,12
158,ZAP70,0.1,None,None
158,PLK1,0.1,113,2
158,Aurora A,0.1,115,4
158,Aurora B,0.1,106,2
158,BRK,0.1,None,None
158,TLK1,0.1,None,None
158,LKB1,0.1,124,8
158,AMPK,0.1,111,7
158,MARK1,0.1,None,None
158,MARK2,0.1,114,0
158,PIM3,0.1,112,14
158,MARK3,0.1,109,7
158,SRPK1,0.1,120,9
158,MARK4,0.1,114,6
158,EF2K,0.1,100,3
158,BRSK1,0.1,95,6
158,EIF2AK3,0.1,None,None
158,BRSK2,0.1,110,0
158,HIPK1,0.1,105,2
158,MELK,0.1,77,1
158,HIPK2,0.1,124,17
158,NUAK1,0.1,105,3
158,HIPK3,0.1,105,7
158,PKC alpha ,0.1,105,13
158,SIK2,0.1,None,None
158,CLK2,0.1,None,None
158,ERK8,0.1,117,7
158,SIK3,0.1,None,None
158,PAK2,0.1,119,2
158,TSSK1,0.1,None,None
158,PAK4,0.1,117,16
158,CK1 gamma 2,0.1,None,None
158,PAK5,0.1,101,11
158,CK1 delta ,0.1,108,6
158,PAK6,0.1,120,17
158,CK2,0.1,104,12
158,MST2,0.1,128,11
158,TTBK1,0.1,None,None
158,MST3,0.1,None,None
158,DYRK1A,0.1,107,9
158,MST4,0.1,108,14
158,DYRK2,0.1,108,5
158,GCK,0.1,116,14
158,DYRK3,0.1,103,5
158,MINK1,0.1,110,8
158,NEK2a,0.1,118,11
158,MEKK1,0.1,None,None
158,NEK6,0.1,101,6
158,MLK1,0.1,111,1
158,IKK beta ,0.1,112,7
158,MLK3,0.1,110,2
158,IKK epsilon ,0.1,97,2
158,TESK1,0.1,None,None
158,TBK1,0.1,115,11
158,TAO1,0.1,None,None
158,PIM1,0.1,100,3
158,ASK1,0.1,None,None
158,PIM2,0.1,100,28
158,TAK1,0.1,None,None
158,IRAK1,0.1,None,None
158,IRAK4,0.1,112,5
158,MKK1,0.1,101,12
158,RSK1,0.1,113,3
158,RIPK2,0.1,114,15
158,ERK1,0.1,106,12
158,OSR1,0.1,None,None
158,ERK2,0.1,111,10
158,TTK,0.1,98,10
158,JNK1,0.1,108,5
158,MPSK1,0.1,None,None
158,JNK2,0.1,126,19
158,WNK1,0.1,None,None
158,JNK3,0.1,106,8
158,Src,0.1,105,1
158,p38 alpha MAPK,0.1,109,8
158,Lck,0.1,107,3
158,p38 beta MAPK,0.1,129,18
158,CSK,0.1,104,5
158,p38 gamma MAPK,0.1,110,5
158,YES1,0.1,119,14
158,ABL,0.1,None,None
158,BTK,0.1,121,15
158,JAK2,0.1,None,None
158,RSK2,0.1,97,6
158,SYK,0.1,105,4
158,PDK1,0.1,12,5
158,PKB alpha ,0.1,117,22
158,PKB beta ,0.1,118,14
158,SGK1,0.1,96,4
158,S6K1,0.1,106,16
158,CDK9-Cyclin T1,0.1,None,None
158,PKA,0.1,111,15
158,TIE2,0.1,None,None
158,ROCK 2,0.1,92,4
158,PRK2,0.1,102,12
158,PKC zeta ,0.1,105,10
158,PKD1,0.1,116,0
158,MSK1,0.1,100,2
158,MNK1,0.1,108,5
158,MNK2,0.1,100,28
158,EPH-A2,0.1,118,12
158,MAPKAP-K2 ,0.1,111,13
158,MAPKAP-K3,0.1,112,11
158,PRAK,0.1,92,7
158,CAMKK beta ,0.1,123,11
158,CAMK1,0.1,112,3
158,SmMLCK,0.1,113,4
158,PHK,0.1,108,3
158,CHK1,0.1,106,5
158,CHK2,0.1,121,5
158,GSK3 beta ,0.1,111,6
158,CDK2-Cyclin A,0.1,101,11
158,EPH-B1,0.1,None,None
158,EPH-A4,0.1,None,None
158,MKK2,0.1,None,None
158,MKK6,0.1,None,None
158,IGF-1R,0.1,115,5
158,IR,0.1,103,4
158,IRR,0.1,111,8
158,HER4,0.1,107,5
158,FGF-R1,0.1,119,1
158,VEGFR1,0.1,108,1
158,EPH-B4,0.1,None,None
158,PKC gamma ,0.1,None,None
158,TrkA,0.1,None,None
158,DDR2,0.1,None,None
158,STK33,0.1,None,None
158,DAPK1,0.1,None,None
158,EPH-B2,0.1,None,None
317,ASK1,0.1,98,9
317,TAK1,0.1,102,3
317,IRAK1,0.1,106,1
317,IRAK4,0.1,109,6
317,RIPK2,0.1,101,2
317,OSR1,0.1,103,18
317,TTK,0.1,103,8
317,MPSK1,0.1,89,16
317,WNK1,0.1,106,3
317,ULK1,0.1,109,15
317,ULK2,0.1,77,9
317,TGFBR1,0.1,90,18
317,Src,0.1,82,30
317,Lck,0.1,78,0
317,CSK,0.1,87,13
317,MKK1,0.1,82,1
317,YES1,0.1,92,1
317,MKK2,0.1,59,3
317,ABL,0.1,86,11
317,MKK6,0.1,97,7
317,BTK,0.1,97,9
317,ERK1,0.1,90,11
317,JAK2,0.1,64,6
317,ERK2,0.1,107,17
317,SYK,0.1,105,14
317,ERK5,0.1,106,11
317,ZAP70,0.1,93,2
317,JNK1,0.1,101,1
317,TIE2,0.1,51,10
317,JNK2,0.1,100,10
317,BRK,0.1,42,9
317,JNK3,0.1,94,5
317,EPH-A2,0.1,86,4
317,p38 alpha MAPK,0.1,92,16
317,EPH-A4,0.1,113,3
317,p38 beta MAPK,0.1,97,4
317,EPH-B1,0.1,90,0
317,p38 gamma MAPK,0.1,107,22
317,EPH-B2,0.1,108,1
317,p38 delta MAPK,0.1,85,5
317,EPH-B3,0.1,93,5
317,ERK8,0.1,90,1
317,EPH-B4,0.1,96,9
317,RSK1,0.1,79,1
317,FGF-R1,0.1,87,9
317,RSK2,0.1,72,4
317,HER4,0.1,106,4
317,PDK1,0.1,82,14
317,IGF-1R,0.1,83,9
317,PKB alpha ,0.1,93,10
317,IR,0.1,82,1
317,PKB beta ,0.1,104,3
317,IRR,0.1,85,4
317,SGK1,0.1,105,1
317,TrkA,0.1,37,5
317,S6K1,0.1,104,7
317,DDR2,0.1,85,5
317,PKA,0.1,98,12
317,VEGFR1,0.1,61,5
317,ROCK 2,0.1,86,9
317,PDGFRA,0.1,19,2
317,PRK2,0.1,87,6
317,PINK,0.1,103,4
317,PKC alpha ,0.1,105,13
317,PKC gamma ,0.1,77,0
317,PKC zeta ,0.1,96,1
317,PKD1,0.1,105,4
317,STK33,0.1,75,3
317,MSK1,0.1,101,11
317,MNK1,0.1,96,11
317,MNK2,0.1,98,12
317,MAPKAP-K2 ,0.1,97,18
317,MAPKAP-K3,0.1,111,2
317,PRAK,0.1,83,4
317,CAMKK beta ,0.1,99,8
317,CAMK1,0.1,91,6
317,SmMLCK,0.1,99,7
317,PHK,0.1,104,1
317,DAPK1,0.1,97,11
317,CHK1,0.1,87,19
317,CHK2,0.1,88,10
317,GSK3 beta ,0.1,102,2
317,CDK2-Cyclin A,0.1,85,7
317,CDK9-Cyclin T1,0.1,99,11
317,PLK1,0.1,100,18
317,Aurora A,0.1,105,10
317,Aurora B,0.1,34,1
317,TLK1,0.1,92,7
317,LKB1,0.1,96,16
317,AMPK (hum),0.1,75,0
317,MARK1,0.1,72,11
317,MARK2,0.1,65,3
317,MARK3,0.1,101,9
317,MARK4,0.1,73,13
317,BRSK1,0.1,81,3
317,BRSK2,0.1,88,2
317,MELK,0.1,72,5
317,NUAK1,0.1,105,3
317,SIK2,0.1,52,3
317,SIK3,0.1,66,13
317,TSSK1,0.1,18,1
317,CK1 gamma 2,0.1,129,3
317,CK1 delta ,0.1,108,2
317,CK2,0.1,104,2
317,TTBK1,0.1,98,14
317,TTBK2,0.1,120,7
317,DYRK1A,0.1,95,3
317,DYRK2,0.1,102,10
317,DYRK3,0.1,106,5
317,NEK2a,0.1,89,2
317,NEK6,0.1,103,5
317,IKK beta ,0.1,110,17
317,IKK epsilon ,0.1,15,6
317,TBK1,0.1,85,8
317,PIM1,0.1,95,5
317,PIM2,0.1,103,7
317,PIM3,0.1,107,6
317,SRPK1,0.1,99,11
317,EF2K,0.1,97,8
317,EIF2AK3,0.1,3,1
317,HIPK1,0.1,100,1
317,HIPK2,0.1,93,17
317,HIPK3,0.1,107,4
317,CLK2,0.1,76,4
317,PAK2,0.1,99,1
317,PAK4,0.1,87,3
317,PAK5,0.1,97,1
317,PAK6,0.1,112,1
317,MST2,0.1,70,7
317,MST3,0.1,88,9
317,MST4,0.1,108,7
317,GCK,0.1,66,4
317,MAP4K3,0.1,63,3
317,MAP4K5,0.1,52,12
317,MINK1,0.1,99,11
317,MEKK1,0.1,87,5
317,MLK1,0.1,23,2
317,MLK3,0.1,31,6
317,TESK1,0.1,73,12
317,TAO1,0.1,102,11
317,PKR,0.1,20,1
153,IGF-1R,0.1,90,4
153,IR,0.1,98,1
153,IRR,0.1,91,8
153,TrkA,0.1,105,2
153,VEGFR1,0.1,94,14
153,MKK1,0.1,109,10
153,MKK2,0.1,90,1
153,MKK6,0.1,105,3
153,ERK1,0.1,106,2
153,ERK2,0.1,98,9
153,JNK1,0.1,91,6
153,JNK2,0.1,99,5
153,JNK3,0.1,92,3
153,p38 alpha MAPK,0.1,106,13
153,p38 beta MAPK,0.1,106,2
153,p38 gamma MAPK,0.1,98,1
153,p38 delta MAPK,0.1,105,2
153,ERK8,0.1,92,1
153,RSK1,0.1,32,3
153,RSK2,0.1,78,1
153,PDK1,0.1,116,0
153,PKB alpha ,0.1,103,1
153,PKB beta ,0.1,64,0
153,SGK1,0.1,94,6
153,S6K1,0.1,21,4
153,PKA,0.1,67,2
153,ROCK 2,0.1,7,0
153,PRK2,0.1,32,1
153,PKC alpha ,0.1,83,2
153,PKC zeta ,0.1,41,4
153,PKD1,0.1,99,5
153,MSK1,0.1,11,0
153,MNK1,0.1,108,8
153,MNK2,0.1,82,0
153,MAPKAP-K2 ,0.1,101,9
153,MAPKAP-K3,0.1,97,5
153,PRAK,0.1,91,1
153,CAMKK beta ,0.1,87,6
153,CAMK1,0.1,97,12
153,SmMLCK,0.1,65,3
153,PHK,0.1,104,6
153,DAPK1,0.1,91,0
153,CHK1,0.1,87,1
153,CHK2,0.1,96,2
153,GSK3 beta ,0.1,67,1
153,CDK2-Cyclin A,0.1,107,5
153,PLK1,0.1,83,4
153,Aurora A,0.1,94,1
153,Aurora B,0.1,86,5
153,LKB1,0.1,82,2
153,AMPK,0.1,89,4
153,MARK1,0.1,100,3
153,MARK2,0.1,89,2
153,MARK3,0.1,90,14
153,MARK4,0.1,105,6
153,BRSK1,0.1,93,1
153,BRSK2,0.1,91,2
153,MELK,0.1,77,10
153,NUAK1,0.1,100,2
153,CK1 delta ,0.1,102,3
153,CK2,0.1,116,2
153,DYRK1A,0.1,100,1
153,DYRK2,0.1,99,9
153,DYRK3,0.1,96,3
153,NEK2a,0.1,96,3
153,NEK6,0.1,109,1
153,IKK beta ,0.1,104,0
153,IKK epsilon ,0.1,93,15
153,TBK1,0.1,92,0
153,PIM1,0.1,90,9
153,PIM2,0.1,97,4
153,PIM3,0.1,93,1
153,SRPK1,0.1,108,9
153,EF2K,0.1,71,4
153,HIPK1,0.1,83,1
153,HIPK2,0.1,72,8
153,HIPK3,0.1,94,5
153,CLK2,0.1,101,2
153,PAK2,0.1,102,2
153,PAK4,0.1,94,2
153,PAK5,0.1,88,5
153,PAK6,0.1,102,8
153,MST2,0.1,109,7
153,MST4,0.1,108,4
153,GCK,0.1,101,2
153,MINK1,0.1,87,2
153,MEKK1,0.1,71,9
153,MLK1,0.1,85,3
153,MLK3,0.1,90,1
153,TAO1,0.1,98,7
153,ASK1,0.1,113,9
153,TAK1,0.1,88,8
153,IRAK4,0.1,94,7
153,RIPK2,0.1,99,1
153,TTK,0.1,84,4
153,Src,0.1,96,4
153,Lck,0.1,101,5
153,CSK,0.1,86,8
153,YES1,0.1,86,2
153,BTK,0.1,97,4
153,JAK2,0.1,101,5
153,SYK,0.1,99,5
153,EPH-A2,0.1,92,2
153,EPH-A4,0.1,110,13
153,EPH-B1,0.1,93,9
153,EPH-B2,0.1,128,3
153,EPH-B3,0.1,115,13
153,EPH-B4,0.1,102,4
153,FGF-R1,0.1,96,7
153,HER4,0.1,77,6
250,SGK1,0.1,100,6
250,S6K1,0.1,93,10
250,PKA,0.1,99,8
250,ROCK 2,0.1,98,10
250,PRK2,0.1,52,4
250,PKC alpha ,0.1,112,8
250,PKC gamma ,0.1,108,17
250,PKC zeta ,0.1,120,7
250,PKD1,0.1,96,11
250,STK33,0.1,93,5
