CNumber,Target,Screen Conc(0.01),% Activity Remaining,Standard Deviation
226,JNK1,0.01,92,18
226,JNK2,0.01,103,23
226,JNK3,0.01,103,27
226,p38 alpha MAPK,0.01,118,9
226,p38 beta MAPK,0.01,113,10
226,p38 gamma MAPK,0.01,103,5
226,p38 delta MAPK,0.01,97,14
226,ERK8,0.01,104,10
226,RSK1,0.01,95,10
226,RSK2,0.01,98,5
226,PDK1,0.01,97,5
226,PKB alpha ,0.01,95,6
226,PKB beta ,0.01,85,12
226,SGK1,0.01,93,7
226,S6K1,0.01,95,6
226,PKA,0.01,91,17
226,ROCK 2,0.01,99,13
226,PRK2,0.01,89,5
226,PKC alpha ,0.01,97,8
226,PKC gamma ,0.01,92,15
226,PKC zeta ,0.01,99,9
226,PKD1,0.01,95,8
226,STK33,0.01,113,28
226,MSK1,0.01,90,8
226,MNK1,0.01,87,2
226,MNK2,0.01,100,7
226,MAPKAP-K2 ,0.01,95,5
226,MAPKAP-K3,0.01,99,30
226,PRAK,0.01,138,28
226,CAMKK beta ,0.01,90,0
226,CAMK1,0.01,101,11
226,SmMLCK,0.01,97,5
226,PHK,0.01,108,22
226,DAPK1,0.01,85,3
226,MKK6,0.01,98,7
226,CHK1,0.01,97,8
226,ERK1,0.01,101,1
226,CHK2,0.01,94,10
226,ERK2,0.01,100,9
226,GSK3 beta ,0.01,96,5
226,CDK2-Cyclin A,0.01,115,14
226,CDK9-Cyclin T1,0.01,106,4
226,PLK1,0.01,94,1
226,Aurora A,0.01,98,2
226,MARK3,0.01,89,3
226,Aurora B,0.01,96,7
226,MARK4,0.01,96,28
226,TLK1,0.01,94,0
226,BRSK1,0.01,103,14
226,LKB1,0.01,110,7
226,BRSK2,0.01,93,5
226,AMPK,0.01,99,14
226,MELK,0.01,102,5
226,MARK1,0.01,82,2
226,NUAK1,0.01,98,11
226,MARK2,0.01,100,30
226,SIK2,0.01,58,4
226,SIK3,0.01,89,3
226,TSSK1,0.01,110,12
226,CK1 gamma 2,0.01,99,16
226,CK1 delta ,0.01,86,3
226,CK2,0.01,99,6
226,TTBK1,0.01,93,2
226,DYRK1A,0.01,95,15
226,DYRK2,0.01,94,10
226,DYRK3,0.01,91,4
226,NEK2a,0.01,98,12
226,NEK6,0.01,82,11
226,IKK beta ,0.01,86,4
226,IKK epsilon ,0.01,99,13
226,TBK1,0.01,94,10
226,PIM1,0.01,106,2
226,PIM2,0.01,91,5
226,PIM3,0.01,102,2
226,SRPK1,0.01,86,9
226,EF2K,0.01,91,4
226,EIF2AK3,0.01,100,16
226,HIPK1,0.01,68,1
226,HIPK2,0.01,100,16
226,HIPK3,0.01,77,5
226,CLK2,0.01,110,1
226,PAK2,0.01,79,8
226,PAK4,0.01,101,5
226,PAK5,0.01,103,0
226,PAK6,0.01,103,1
226,MST2,0.01,113,29
226,MST3,0.01,83,30
226,MST4,0.01,105,10
226,GCK,0.01,98,11
226,MINK1,0.01,102,16
226,MEKK1,0.01,96,20
226,MLK1,0.01,87,17
226,MLK3,0.01,87,27
226,TESK1,0.01,80,6
226,TAO1,0.01,98,10
226,ASK1,0.01,106,20
226,TAK1,0.01,122,11
226,IRAK1,0.01,92,9
226,IRAK4,0.01,90,9
226,RIPK2,0.01,89,11
226,OSR1,0.01,104,18
226,TTK,0.01,99,1
226,MPSK1,0.01,109,10
226,WNK1,0.01,107,13
226,Src,0.01,45,8
226,Lck,0.01,57,6
226,CSK,0.01,117,15
226,YES1,0.01,52,5
226,ABL,0.01,90,0
226,BTK,0.01,87,11
226,JAK2,0.01,91,4
226,SYK,0.01,103,4
226,ZAP70,0.01,95,12
226,TIE2,0.01,125,3
226,BRK,0.01,83,4
226,EPH-A2,0.01,57,3
226,EPH-A4,0.01,58,5
226,EPH-B1,0.01,68,4
226,MKK1,0.01,100,10
226,EPH-B2,0.01,104,1
226,EPH-B3,0.01,121,8
226,EPH-B4,0.01,101,5
226,FGF-R1,0.01,90,10
226,HER4,0.01,95,7
226,IGF-1R,0.01,126,0
226,IR,0.01,111,2
226,IRR,0.01,96,5
226,TrkA,0.01,91,11
226,DDR2,0.01,45,18
226,VEGFR1,0.01,89,13
226,MKK2,0.01,99,27
159,JNK1,0.01,112,13
159,JNK2,0.01,113,5
159,JNK3,0.01,119,15
159,p38 alpha MAPK,0.01,98,4
159,p38 beta MAPK,0.01,108,7
159,p38 gamma MAPK,0.01,111,0
159,p38 delta MAPK,0.01,100,22
159,ERK8,0.01,106,2
159,RSK1,0.01,98,7
159,RSK2,0.01,112,5
159,PDK1,0.01,134,3
159,PKB alpha ,0.01,100,2
159,PKB beta ,0.01,107,14
159,SGK1,0.01,116,9
159,S6K1,0.01,112,6
159,PKA,0.01,101,0
159,ROCK 2,0.01,111,5
159,PRK2,0.01,83,10
159,PKC alpha ,0.01,119,10
159,PKC zeta ,0.01,112,3
159,PKD1,0.01,105,10
159,MSK1,0.01,97,18
159,MNK1,0.01,144,42
159,MNK2,0.01,146,29
159,MAPKAP-K2 ,0.01,131,26
159,MAPKAP-K3,0.01,123,2
159,PRAK,0.01,126,18
159,CAMKK beta ,0.01,128,16
159,CAMK1,0.01,103,3
159,SmMLCK,0.01,116,7
159,PHK,0.01,78,4
159,DAPK1,0.01,None,None
159,CHK1,0.01,92,1
159,CHK2,0.01,120,10
159,GSK3 beta ,0.01,108,12
159,CDK2-Cyclin A,0.01,105,15
159,PLK1,0.01,120,3
159,Aurora A,0.01,116,3
159,Aurora B,0.01,94,7
159,LKB1,0.01,95,10
159,AMPK,0.01,111,9
159,MARK1,0.01,87,14
159,MARK2,0.01,116,9
159,MARK3,0.01,82,7
159,MARK4,0.01,111,7
159,BRSK1,0.01,99,10
159,BRSK2,0.01,117,3
159,MELK,0.01,81,4
159,NUAK1,0.01,89,11
159,CK1 delta ,0.01,133,7
159,CK2,0.01,103,1
159,DYRK1A,0.01,98,0
159,DYRK2,0.01,93,2
159,IKK beta ,0.01,90,9
159,DYRK3,0.01,61,2
159,IKK epsilon ,0.01,81,2
159,NEK2a,0.01,101,6
159,TBK1,0.01,109,12
159,NEK6,0.01,114,1
159,PIM1,0.01,106,4
159,PIM2,0.01,91,21
159,PIM3,0.01,101,2
159,SRPK1,0.01,107,6
159,EF2K,0.01,99,12
159,HIPK1,0.01,118,9
159,HIPK2,0.01,108,5
159,HIPK3,0.01,119,20
159,CLK2,0.01,None,None
159,PAK2,0.01,124,4
159,PAK4,0.01,110,2
159,PAK5,0.01,129,2
159,PAK6,0.01,104,7
159,MST2,0.01,93,6
159,MST4,0.01,137,9
159,GCK,0.01,72,3
159,MINK1,0.01,77,3
159,MEKK1,0.01,99,0
159,MLK1,0.01,80,8
159,MLK3,0.01,56,6
159,TAO1,0.01,None,None
159,ASK1,0.01,None,None
159,TAK1,0.01,109,8
159,IRAK4,0.01,66,7
159,RIPK2,0.01,105,4
159,TTK,0.01,117,8
159,Src,0.01,98,1
159,Lck,0.01,109,4
159,CSK,0.01,142,12
159,YES1,0.01,108,7
159,BTK,0.01,91,9
159,JAK2,0.01,117,6
159,SYK,0.01,119,28
159,EPH-A2,0.01,127,9
159,EPH-A4,0.01,114,1
159,EPH-B3,0.01,100,1
159,EPH-B4,0.01,125,5
159,FGF-R1,0.01,121,2
159,HER4,0.01,118,1
159,IGF-1R,0.01,101,2
159,IR,0.01,107,3
159,IRR,0.01,102,11
159,TrkA,0.01,104,39
159,EPH-B1,0.01,None,None
159,VEGFR1,0.01,122,25
159,EPH-B2,0.01,None,None
159,MKK1,0.01,90,9
159,ERK1,0.01,123,12
159,ERK2,0.01,109,8
159,MKK2,0.01,None,None
159,MKK6,0.01,None,None
74,p38 gamma MAPK,0.01,109,4
74,p38 delta MAPK,0.01,101,3
74,ERK8,0.01,84,17
74,RSK1,0.01,80,14
74,RSK2,0.01,77,5
74,PDK1,0.01,86,8
74,PKB alpha ,0.01,101,17
74,PKB beta ,0.01,90,10
74,SGK1,0.01,121,17
74,S6K1,0.01,96,15
74,PKA,0.01,104,0
74,ROCK 2,0.01,103,12
74,PRK2,0.01,98,5
74,PKC alpha ,0.01,51,4
74,PKC zeta ,0.01,95,4
74,PKD1,0.01,97,28
74,MSK1,0.01,81,13
74,MNK1,0.01,104,4
74,MNK2,0.01,86,6
74,MAPKAP-K2 ,0.01,102,14
74,PRAK,0.01,86,0
74,CAMKK beta ,0.01,102,12
74,CAMK1,0.01,95,10
74,SmMLCK,0.01,95,12
74,PHK,0.01,112,7
74,CHK1,0.01,85,1
74,CHK2,0.01,92,3
74,GSK3 beta ,0.01,89,9
74,CDK2-Cyclin A,0.01,87,9
74,PLK1,0.01,99,11
74,Aurora B,0.01,82,3
74,AMPK,0.01,91,15
74,MARK3,0.01,82,3
74,BRSK2,0.01,105,5
74,MELK,0.01,98,15
74,CK1 delta ,0.01,121,19
74,CK2,0.01,117,1
74,DYRK1A,0.01,89,0
74,DYRK2,0.01,78,13
74,DYRK3,0.01,97,5
74,NEK2a,0.01,98,6
74,NEK6,0.01,87,5
74,IKK beta ,0.01,100,8
74,PIM1,0.01,69,0
74,PIM2,0.01,110,16
74,PIM3,0.01,58,14
74,SRPK1,0.01,97,8
74,MST2,0.01,92,7
74,EF2K,0.01,100,17
74,NEK7,0.01,None,None
74,MKK1,0.01,78,0
74,HIPK2,0.01,95,3
74,ERK1,0.01,101,6
74,HIPK3,0.01,None,None
74,ERK2,0.01,104,3
74,PAK4,0.01,96,3
74,JNK1,0.01,89,2
74,PAK5,0.01,119,0
74,JNK2,0.01,103,2
74,PAK6,0.01,100,0
74,p38 alpha MAPK,0.01,95,6
74,Src,0.01,92,1
74,p38 beta MAPK,0.01,93,4
74,Lck,0.01,97,2
74,CSK,0.01,96,2
74,FGF-R1,0.01,108,16
74,IRR,0.01,79,3
74,EPH-A2,0.01,109,10
74,MST4,0.01,97,0
74,SYK,0.01,102,4
74,YES1,0.01,92,4
74,IGF-1R,0.01,97,1
74,VEGFR1,0.01,95,8
74,BTK,0.01,84,4
74,IR,0.01,110,12
74,EPH-B3,0.01,96,14
74,TBK1,0.01,83,16
74,IKK epsilon ,0.01,82,8
74,JNK3,0.01,None,None
74,MAPKAP-K3,0.01,None,None
74,CAMKK alpha ,0.01,None,None
74,Aurora C,0.01,None,None
209,OSR1,0.01,83,11
209,TTK,0.01,93,9
209,MPSK1,0.01,82,7
209,Src,0.01,100,7
209,Lck,0.01,106,2
209,CSK,0.01,96,2
209,YES1,0.01,81,5
209,ABL,0.01,95,6
209,BTK,0.01,108,4
209,JAK2,0.01,114,8
209,SYK,0.01,107,15
209,ZAP70,0.01,76,19
209,TIE2,0.01,94,8
209,BRK,0.01,114,11
209,EPH-A2,0.01,95,0
209,EPH-A4,0.01,101,3
209,EPH-B1,0.01,106,2
209,EPH-B2,0.01,124,26
209,EPH-B3,0.01,99,14
209,EPH-B4,0.01,106,5
209,FGF-R1,0.01,111,6
209,HER4,0.01,106,2
209,IGF-1R,0.01,88,4
209,IR,0.01,107,11
209,IRR,0.01,91,8
209,TrkA,0.01,80,11
209,VEGFR1,0.01,109,7
209,MKK1,0.01,72,11
209,MKK2,0.01,90,12
209,MKK6,0.01,100,18
209,ERK1,0.01,120,13
209,ERK2,0.01,92,5
209,JNK1,0.01,87,11
209,JNK2,0.01,89,3
209,JNK3,0.01,85,14
209,p38 alpha MAPK,0.01,109,10
209,p38 beta MAPK,0.01,106,4
209,p38 gamma MAPK,0.01,71,0
209,p38 delta MAPK,0.01,102,1
209,ERK8,0.01,102,2
209,RSK1,0.01,99,12
209,RSK2,0.01,112,2
209,PDK1,0.01,99,4
209,PKB alpha ,0.01,97,9
209,PKB beta ,0.01,97,8
209,SGK1,0.01,103,1
209,S6K1,0.01,125,1
209,PKA,0.01,98,4
209,ROCK 2,0.01,105,1
209,PRK2,0.01,77,11
209,PKC alpha ,0.01,87,5
209,PKC gamma ,0.01,101,3
209,PKC zeta ,0.01,96,3
209,PKD1,0.01,91,7
209,STK33,0.01,97,2
209,MSK1,0.01,114,4
209,MNK1,0.01,94,10
209,MNK2,0.01,95,9
209,MAPKAP-K2 ,0.01,99,6
209,MAPKAP-K3,0.01,97,9
209,PRAK,0.01,97,15
209,CAMKK beta ,0.01,108,4
209,CAMK1,0.01,116,6
209,SmMLCK,0.01,96,5
209,PHK,0.01,104,11
209,DAPK1,0.01,112,6
209,CHK1,0.01,103,3
209,CHK2,0.01,93,8
209,GSK3 beta ,0.01,87,17
209,CDK2-Cyclin A,0.01,95,0
209,PLK1,0.01,104,8
209,Aurora A,0.01,108,13
209,Aurora B,0.01,93,11
209,TLK1,0.01,107,9
209,LKB1,0.01,107,1
209,AMPK,0.01,108,8
209,MARK1,0.01,93,1
209,MARK2,0.01,90,30
209,MARK3,0.01,83,12
209,MARK4,0.01,127,4
209,BRSK1,0.01,102,16
209,BRSK2,0.01,116,9
209,MELK,0.01,97,4
209,NUAK1,0.01,100,5
209,CK1 delta ,0.01,92,4
209,CK2,0.01,99,14
209,DYRK1A,0.01,94,5
209,DYRK2,0.01,104,11
209,DYRK3,0.01,92,5
209,NEK2a,0.01,97,12
209,NEK6,0.01,114,3
209,IKK beta ,0.01,79,12
209,IKK epsilon ,0.01,114,16
209,TBK1,0.01,99,0
209,PIM1,0.01,104,17
209,PIM2,0.01,106,3
209,PIM3,0.01,104,1
209,SRPK1,0.01,100,10
209,EF2K,0.01,99,0
209,EIF2AK3,0.01,109,15
209,HIPK1,0.01,96,15
209,HIPK2,0.01,100,4
209,HIPK3,0.01,101,9
209,CLK2,0.01,101,9
209,PAK2,0.01,110,7
209,PAK4,0.01,111,18
209,PAK5,0.01,97,6
209,PAK6,0.01,100,3
209,MST2,0.01,99,4
209,MST4,0.01,106,1
209,GCK,0.01,112,6
209,MINK1,0.01,125,2
209,MEKK1,0.01,97,8
209,MLK1,0.01,90,3
209,MLK3,0.01,88,3
209,TAO1,0.01,91,9
209,ASK1,0.01,98,9
209,TAK1,0.01,92,7
209,IRAK1,0.01,94,4
209,IRAK4,0.01,90,15
209,RIPK2,0.01,89,3
82,SYK,0.01,82,24
82,YES1,0.01,113,3
82,IGF-1R,0.01,109,17
82,VEGFR1,0.01,103,0
82,BTK,0.01,107,9
82,IR,0.01,99,7
82,EPH-B3,0.01,77,7
82,TBK1,0.01,103,5
82,IKK epsilon ,0.01,106,13
82,MKK1,0.01,125,1
82,ERK1,0.01,89,4
82,ERK2,0.01,97,9
82,JNK1,0.01,99,4
82,JNK2,0.01,93,3
82,p38 alpha MAPK,0.01,89,4
82,p38 beta MAPK,0.01,90,9
82,p38 gamma MAPK,0.01,107,10
82,p38 delta MAPK,0.01,105,2
82,ERK8,0.01,96,0
82,RSK1,0.01,102,10
82,RSK2,0.01,114,11
82,PDK1,0.01,104,6
82,PKB alpha ,0.01,98,9
82,PKB beta ,0.01,92,10
82,SGK1,0.01,103,0
82,S6K1,0.01,116,2
82,PKA,0.01,98,4
82,ROCK 2,0.01,102,2
82,PRK2,0.01,91,8
82,PKC alpha ,0.01,116,3
82,PKC zeta ,0.01,103,0
82,PKD1,0.01,85,0
82,MSK1,0.01,107,6
82,MNK1,0.01,94,5
82,MNK2,0.01,151,23
82,MAPKAP-K2 ,0.01,88,9
82,PRAK,0.01,100,11
82,CAMKK beta ,0.01,84,0
82,CAMK1,0.01,119,1
82,SmMLCK,0.01,96,15
82,PHK,0.01,94,13
82,CHK1,0.01,103,1
82,CHK2,0.01,101,14
82,GSK3 beta ,0.01,104,2
82,CDK2-Cyclin A,0.01,93,7
82,PLK1,0.01,101,3
82,Aurora B,0.01,97,6
82,AMPK,0.01,99,12
82,MARK3,0.01,89,1
82,BRSK2,0.01,89,16
82,MELK,0.01,94,5
82,CK1 delta ,0.01,91,8
82,CK2,0.01,113,11
82,DYRK1A,0.01,92,11
82,DYRK2,0.01,110,7
82,DYRK3,0.01,96,7
82,NEK2a,0.01,101,3
82,NEK6,0.01,109,7
82,IKK beta ,0.01,101,4
82,PIM1,0.01,98,2
82,PIM2,0.01,97,6
82,PIM3,0.01,112,11
82,SRPK1,0.01,113,0
82,MST2,0.01,87,0
82,EF2K,0.01,97,28
82,HIPK2,0.01,112,4
82,PAK4,0.01,94,6
82,PAK5,0.01,98,8
82,PAK6,0.01,104,8
82,Src,0.01,95,2
82,Lck,0.01,105,10
82,CSK,0.01,96,8
82,FGF-R1,0.01,126,23
82,IRR,0.01,95,2
82,EPH-A2,0.01,132,16
82,MST4,0.01,108,11
289,MSK1,0.01,41,2
289,ERK5,0.01,66,4
289,MNK1,0.01,61,3
289,JNK1,0.01,91,8
289,MNK2,0.01,93,4
289,JNK2,0.01,101,12
289,MAPKAP-K2 ,0.01,19,3
289,JNK3,0.01,65,2
289,MAPKAP-K3,0.01,91,8
289,p38 alpha MAPK,0.01,106,2
289,PRAK,0.01,81,0
289,p38 beta MAPK,0.01,108,5
289,CAMKK beta ,0.01,64,4
289,p38 gamma MAPK,0.01,76,2
289,CAMK1,0.01,97,10
289,p38 delta MAPK,0.01,100,0
289,SmMLCK,0.01,48,1
289,ERK8,0.01,48,1
289,PHK,0.01,17,21
289,RSK1,0.01,9,1
289,DAPK1,0.01,51,3
289,RSK2,0.01,16,0
289,CHK1,0.01,11,0
289,PDK1,0.01,17,1
289,CHK2,0.01,24,5
289,PKB alpha ,0.01,93,3
289,GSK3 beta ,0.01,51,11
289,PKB beta ,0.01,109,1
289,CDK2-Cyclin A,0.01,18,6
289,SGK1,0.01,79,6
289,CDK9-Cyclin T1,0.01,61,19
289,S6K1,0.01,37,6
289,PLK1,0.01,68,17
289,PKA,0.01,29,4
289,Aurora A,0.01,28,2
289,ROCK 2,0.01,82,5
289,Aurora B,0.01,49,5
289,PRK2,0.01,21,5
289,TLK1,0.01,93,4
289,PKC alpha ,0.01,79,16
289,LKB1,0.01,103,1
289,PKC gamma ,0.01,95,4
289,AMPK,0.01,6,0
289,PKC zeta ,0.01,110,6
289,AMPK (hum),0.01,4,1
289,PKD1,0.01,21,6
289,MARK1,0.01,11,3
289,STK33,0.01,44,10
289,MARK2,0.01,11,0
289,MARK3,0.01,7,0
289,MARK4,0.01,10,2
289,BRSK1,0.01,61,4
289,BRSK2,0.01,16,1
289,MELK,0.01,18,5
289,NUAK1,0.01,2,1
289,SIK2,0.01,4,0
289,SIK3,0.01,31,5
289,TSSK1,0.01,13,1
289,CK1 gamma 2,0.01,106,4
289,CK1 delta ,0.01,109,2
289,CK2,0.01,106,14
289,TTBK1,0.01,101,8
289,TTBK2,0.01,107,8
289,DYRK1A,0.01,29,1
289,DYRK2,0.01,41,2
289,DYRK3,0.01,24,1
289,NEK2a,0.01,105,1
289,NEK6,0.01,87,5
289,IKK beta ,0.01,75,9
289,IKK epsilon ,0.01,6,0
289,TBK1,0.01,22,12
289,PIM1,0.01,71,0
289,PIM2,0.01,93,2
289,PIM3,0.01,17,2
289,SRPK1,0.01,89,4
289,EF2K,0.01,105,6
289,EIF2AK3,0.01,62,2
289,HIPK1,0.01,98,5
289,HIPK2,0.01,85,3
289,HIPK3,0.01,83,9
289,CLK2,0.01,9,5
289,PAK2,0.01,71,11
289,PAK4,0.01,25,14
289,PAK5,0.01,17,2
289,PAK6,0.01,29,5
289,MST2,0.01,18,13
289,MST3,0.01,97,12
289,MST4,0.01,86,2
289,GCK,0.01,6,0
289,MAP4K3,0.01,3,0
289,MAP4K5,0.01,10,2
289,MINK1,0.01,4,0
289,MEKK1,0.01,97,1
289,MLK1,0.01,3,0
289,MLK3,0.01,17,3
289,TESK1,0.01,76,9
289,TAO1,0.01,53,6
289,ASK1,0.01,113,4
289,TAK1,0.01,111,16
289,IRAK1,0.01,15,3
289,IRAK4,0.01,7,1
289,RIPK2,0.01,80,5
289,OSR1,0.01,75,10
289,TTK,0.01,37,2
289,MPSK1,0.01,102,4
289,WNK1,0.01,103,26
289,ULK1,0.01,102,8
289,ULK2,0.01,30,1
289,TGFBR1,0.01,96,3
289,Src,0.01,78,5
289,Lck,0.01,44,4
289,CSK,0.01,112,10
289,YES1,0.01,76,9
289,ABL,0.01,98,6
289,BTK,0.01,49,4
289,JAK2,0.01,10,3
289,SYK,0.01,21,2
289,ZAP70,0.01,83,0
289,TIE2,0.01,59,2
289,BRK,0.01,28,8
289,EPH-A2,0.01,92,2
289,EPH-A4,0.01,95,9
289,EPH-B1,0.01,41,6
289,EPH-B2,0.01,108,8
289,EPH-B3,0.01,106,2
289,EPH-B4,0.01,102,2
289,FGF-R1,0.01,53,1
289,HER4,0.01,96,16
289,IGF-1R,0.01,87,6
289,IR,0.01,120,16
289,IRR,0.01,47,0
289,TrkA,0.01,5,0
289,DDR2,0.01,81,20
289,VEGFR1,0.01,17,2
289,PDGFRA,0.01,54,6
289,MKK1,0.01,9,5
289,MKK2,0.01,32,13
289,MKK6,0.01,10,7
289,ERK1,0.01,38,21
289,ERK2,0.01,22,0
122,MKK1,0.01,74,0
122,ERK1,0.01,112,5
122,ERK2,0.01,88,4
122,JNK1,0.01,79,8
122,JNK2,0.01,92,7
122,JNK3,0.01,106,0
122,p38 alpha MAPK,0.01,105,7
122,p38 beta MAPK,0.01,105,3
122,p38 gamma MAPK,0.01,103,5
122,p38 delta MAPK,0.01,94,2
122,ERK8,0.01,92,2
122,RSK1,0.01,25,2
122,RSK2,0.01,28,4
122,PDK1,0.01,1,0
122,PKB alpha ,0.01,79,2
122,PKB beta ,0.01,76,4
122,SGK1,0.01,83,0
122,S6K1,0.01,95,3
122,PKA,0.01,62,2
122,ROCK 2,0.01,86,3
122,PRK2,0.01,9,3
122,PKC alpha ,0.01,5,0
122,PKC zeta ,0.01,78,5
122,PKD1,0.01,83,5
122,MSK1,0.01,67,7
122,MNK1,0.01,84,0
122,MNK2,0.01,103,1
122,MAPKAP-K2 ,0.01,75,5
122,MAPKAP-K3,0.01,107,4
122,PRAK,0.01,83,1
122,CAMKK alpha ,0.01,57,3
122,CAMKK beta ,0.01,20,0
122,CAMK1,0.01,86,2
122,SmMLCK,0.01,82,8
122,PHK,0.01,5,1
122,CHK1,0.01,11,1
122,CHK2,0.01,95,1
122,GSK3 beta ,0.01,76,5
122,CDK2-Cyclin A,0.01,44,0
122,PLK1,0.01,75,6
122,Aurora B,0.01,58,0
122,Aurora C,0.01,70,5
122,AMPK,0.01,8,0
122,MARK3,0.01,5,1
122,BRSK2,0.01,27,6
122,MELK,0.01,52,8
122,CK1 delta ,0.01,96,1
122,CK2,0.01,92,3
122,DYRK1A,0.01,90,8
122,DYRK2,0.01,91,9
122,DYRK3,0.01,84,7
122,NEK2a,0.01,84,1
122,NEK6,0.01,104,2
122,NEK7,0.01,99,0
122,IKK beta ,0.01,85,0
122,PIM1,0.01,52,2
122,PIM2,0.01,72,3
122,PIM3,0.01,7,0
122,SRPK1,0.01,70,0
122,MST2,0.01,2,0
122,EF2K,0.01,104,7
122,HIPK2,0.01,109,3
122,HIPK3,0.01,115,1
122,PAK4,0.01,33,1
122,PAK5,0.01,35,0
122,PAK6,0.01,35,0
122,Src,0.01,76,3
122,Lck,0.01,49,8
122,CSK,0.01,80,0
